id,gene_ontology_i_ds
evm.TU.HiC_scaffold_81.210,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_16.373,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_100.310,GO:0003964
evm.TU.HiC_scaffold_65.2,GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
evm.TU.HiC_scaffold_95.12,GO:0003964
evm.TU.HiC_scaffold_92.89,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_20.188,GO:0004100; GO:0005886; GO:0009792; GO:0016021
evm.TU.HiC_scaffold_24.112,GO:0003964
evm.TU.HiC_scaffold_84.111,GO:0003964
evm.TU.HiC_scaffold_9.52,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_56.545,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.237,GO:0003964
evm.TU.HiC_scaffold_18.242,GO:0003964
evm.TU.HiC_scaffold_67.185,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_62.168,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_85.8,GO:0000062; GO:0003857; GO:0003985; GO:0004300; GO:0005739; GO:0005743; GO:0006635; GO:0016507; GO:0016508; GO:0016509; GO:0032868; GO:0035965; GO:0042493; GO:0042645; GO:0044877; GO:0070403
evm.TU.HiC_scaffold_84.68,GO:0000981; GO:0003677; GO:0005634
evm.TU.HiC_scaffold_48.72,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_77.80,GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_62.149,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_68.188,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_17.191,GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
evm.TU.HiC_scaffold_65.35,GO:0003964
evm.TU.HiC_scaffold_13.64,GO:0003964
evm.TU.HiC_scaffold_18.172,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.446,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_34.174,GO:0004416; GO:0005759; GO:0019243; GO:0046872
evm.TU.HiC_scaffold_69.379,GO:0005319; GO:0005524; GO:0005765; GO:0005770; GO:0005886; GO:0006855; GO:0006869; GO:0008559; GO:0010875; GO:0015914; GO:0016021; GO:0030324; GO:0030659; GO:0032368; GO:0032464; GO:0032585; GO:0042599; GO:0042626; GO:0042908; GO:0043129; GO:0043231; GO:0046470; GO:0046471; GO:0046618; GO:0046890; GO:0051384; GO:0055091; GO:0070925; GO:0097208; GO:0097232; GO:0097233; GO:0120019; GO:0140345; GO:0140603; GO:0150172; GO:1902995; GO:2001140
evm.TU.HiC_scaffold_60.32,GO:0003401; GO:0007165; GO:0016021; GO:0016324; GO:0045087; GO:0048935; GO:0050135; GO:0060026; GO:0060049; GO:0061809
evm.TU.HiC_scaffold_30.45,GO:0000977; GO:0000981; GO:0001947; GO:0003007; GO:0003142; GO:0003144; GO:0003342; GO:0003357; GO:0005634; GO:0006357; GO:0007507; GO:0010002; GO:0030859; GO:0030878; GO:0032502; GO:0035051; GO:0035118; GO:0046983; GO:0048485; GO:0048703; GO:0055007; GO:0060047; GO:0071908
evm.TU.HiC_scaffold_15.272,GO:0004497; GO:0005506; GO:0005789; GO:0016705; GO:0020037
evm.TU.HiC_scaffold_79.224,GO:0005634; GO:0005680; GO:0007091; GO:0031145; GO:0051301; GO:0060090; GO:0070979
evm.TU.HiC_scaffold_88.128,GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
evm.TU.HiC_scaffold_99.96,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_81.365,GO:0005247; GO:0005524; GO:0005765; GO:0005769; GO:0005789; GO:0005794; GO:0005887; GO:0006821; GO:0008021; GO:0010008; GO:0015297; GO:0015299; GO:0031901; GO:0031902; GO:0055037; GO:0055038; GO:0097546; GO:1905515
evm.TU.HiC_scaffold_84.178,GO:0000785; GO:0008757; GO:0010629; GO:0034968; GO:0042826
evm.TU.HiC_scaffold_79.553,GO:0004029; GO:0005654; GO:0005739; GO:0005759; GO:0006730; GO:0009058; GO:0009258; GO:0016155; GO:0016742; GO:0070062
evm.TU.HiC_scaffold_3.28,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_6951.47,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_16.162,GO:0003964
evm.TU.HiC_scaffold_100.200,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_95.346,GO:0005200; GO:0005524; GO:0005634; GO:0005737; GO:0005885; GO:0005903; GO:0005911; GO:0007163; GO:0008356; GO:0010592; GO:0016344; GO:0030027; GO:0033206; GO:0034314; GO:0035861; GO:0045944; GO:0051015; GO:0051653; GO:0060271; GO:0071346
evm.TU.HiC_scaffold_41.196,GO:0005765; GO:0016021; GO:0022857
evm.TU.HiC_scaffold_65.65,GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_54.133,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_19.2,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_4.1,GO:0003964
evm.TU.HiC_scaffold_43.202,GO:0003964
evm.TU.HiC_scaffold_52.276,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_13.60,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_86.121,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_79.380,GO:0002009; GO:0003779; GO:0005546; GO:0005634; GO:0005654; GO:0005703; GO:0005737; GO:0005829; GO:0005886; GO:0005912; GO:0005938; GO:0006405; GO:0007010; GO:0007314; GO:0007315; GO:0007318; GO:0007368; GO:0008017; GO:0008104; GO:0008284; GO:0008360; GO:0009952; GO:0010669; GO:0016057; GO:0016324; GO:0016336; GO:0030029; GO:0030036; GO:0030866; GO:0032154; GO:0032956; GO:0034453; GO:0035003; GO:0035088; GO:0035149; GO:0035327; GO:0042052; GO:0042462; GO:0043622; GO:0045197; GO:0045313; GO:0045807; GO:0060446; GO:0072499; GO:0098592; GO:1902846; GO:1990023
evm.TU.HiC_scaffold_60.20,GO:0005576; GO:0030248; GO:0031176; GO:0045493
evm.TU.HiC_scaffold_60.54,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_97.84,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_57.187,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_9.63,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_37.86,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_60.129,GO:0005524; GO:0005737; GO:0005739; GO:0005758; GO:0034605; GO:0039529; GO:0140374; GO:0140603
evm.TU.HiC_scaffold_64.138,GO:0003964
evm.TU.HiC_scaffold_35.95,GO:0003676; GO:0008270; GO:0015074
evm.TU.HiC_scaffold_86.160,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_74.380,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_76.59,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_14.146,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_87.119,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_78.311,GO:0003964
evm.TU.HiC_scaffold_69.357,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_103.264,GO:0001516; GO:0004497; GO:0004796; GO:0005506; GO:0005789; GO:0006690; GO:0016021; GO:0016705; GO:0020037; GO:0036134; GO:0106256
evm.TU.HiC_scaffold_9.182,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_51.32,GO:0000981; GO:0003002; GO:0005634; GO:0005667; GO:0007517; GO:0009798; GO:0009952; GO:0022008; GO:0030903; GO:0032526; GO:0035565; GO:0039003; GO:0039020; GO:0042074; GO:0043009; GO:0043565; GO:0045893; GO:0045944; GO:0046872; GO:0048793; GO:0072080
evm.TU.HiC_scaffold_30.36,GO:0010339; GO:0031362; GO:0098631
evm.TU.HiC_scaffold_90.241,GO:0004222; GO:0005576; GO:0046872
evm.TU.HiC_scaffold_21.54,GO:0004512; GO:0005737; GO:0006021; GO:0008654
evm.TU.HiC_scaffold_29.203,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_60.132,GO:0001736; GO:0001737; GO:0005509; GO:0005739; GO:0005886; GO:0005887; GO:0007156; GO:0007157; GO:0007164; GO:0007446; GO:0007447; GO:0007476; GO:0008285; GO:0009888; GO:0010629; GO:0016324; GO:0016327; GO:0016336; GO:0016339; GO:0032880; GO:0035159; GO:0035209; GO:0035220; GO:0035332; GO:0040008; GO:0042067; GO:0043065; GO:0044331; GO:0045296; GO:0045317; GO:0045570; GO:0045571; GO:0045926; GO:0046621; GO:0048105; GO:0090175; GO:0090176; GO:0090251; GO:0098609
evm.TU.HiC_scaffold_20.158,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.209,GO:0005739; GO:0005759; GO:0007420; GO:0007507; GO:0007584; GO:0008260; GO:0008410; GO:0009725; GO:0014823; GO:0035774; GO:0042182; GO:0042493; GO:0042594; GO:0042802; GO:0045471; GO:0046950; GO:0046952; GO:0060612
evm.TU.HiC_scaffold_49.181,GO:0003964; GO:0046872
evm.TU.HiC_scaffold_76.45,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_68.140,GO:0001764; GO:0005829; GO:0005887; GO:0005911; GO:0008046; GO:0033563; GO:0035385; GO:0050839; GO:0097374; GO:0098609; GO:1905489
evm.TU.HiC_scaffold_24.154,GO:0000103; GO:0004020; GO:0004781; GO:0005524; GO:0016779
evm.TU.HiC_scaffold_79.86,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_14.10,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_87.116,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_35.5,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_61.69,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_24.220,GO:0005737; GO:0006914; GO:0032527
evm.TU.HiC_scaffold_85.148,GO:0003964; GO:0046872
evm.TU.HiC_scaffold_51.168,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_83.35,GO:0005737; GO:0005769; GO:0005886; GO:0019781; GO:0031625; GO:0032446; GO:0032991; GO:0033314; GO:0042981; GO:0043523; GO:0045116; GO:0045121; GO:0046982; GO:0051402
evm.TU.HiC_scaffold_92.57,GO:0003964
evm.TU.HiC_scaffold_20.107,GO:0005654
evm.TU.HiC_scaffold_94.295,GO:0004349; GO:0004350; GO:0005524; GO:0005739; GO:0005743; GO:0006536; GO:0006561; GO:0006592; GO:0008652; GO:0009266; GO:0019240; GO:0031966; GO:0042802; GO:0055129
evm.TU.HiC_scaffold_80.293,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_3.150,GO:0003964
evm.TU.HiC_scaffold_53.123,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_65.66,GO:0003964
evm.TU.HiC_scaffold_2.156,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_4.186,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_104.168,GO:0000287; GO:0005634; GO:0005829; GO:0006470; GO:0006499; GO:0016020; GO:0030145; GO:0032688; GO:0043124; GO:0050687; GO:0090263; GO:0106306; GO:0106307; GO:1901223
evm.TU.HiC_scaffold_87.181,GO:0000077; GO:0000723; GO:0001741; GO:0003677; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005794; GO:0006281; GO:0006468; GO:0006974; GO:0007566; GO:0008156; GO:0016605; GO:0018105; GO:0031297; GO:0032212; GO:0032405; GO:0032407; GO:0034644; GO:0043393; GO:0043517; GO:0046777; GO:0051276; GO:0070198; GO:0071480; GO:0090399; GO:0097694; GO:0106310; GO:0106311; GO:1904884
evm.TU.HiC_scaffold_84.308,GO:0003015; GO:0005886; GO:0005919; GO:0007391; GO:0008039; GO:0008104; GO:0008366; GO:0016021; GO:0019991; GO:0021682; GO:0035151; GO:0045202; GO:0045216; GO:0048786; GO:0060857; GO:0061343; GO:0072553; GO:0097105
evm.TU.HiC_scaffold_94.15,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_23.22,GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_90.5,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.292,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_89.30,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.123,GO:0003964
evm.TU.HiC_scaffold_100.199,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_16.4,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.299,GO:0001694; GO:0001761; GO:0001762; GO:0005887
evm.TU.HiC_scaffold_88.54,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_82.189,GO:0003964; GO:0046872
evm.TU.HiC_scaffold_21.239,GO:0003824; GO:0005634; GO:0005737
evm.TU.HiC_scaffold_13.31,GO:0003964
evm.TU.HiC_scaffold_69.52,GO:0005737; GO:0006464
evm.TU.HiC_scaffold_3.97,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_80.141,GO:0005524; GO:0005741; GO:0005778; GO:0016021; GO:0045211; GO:0140567; GO:0140570
evm.TU.HiC_scaffold_41.187,GO:0003964
evm.TU.HiC_scaffold_29.282,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_24.176,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_60.405,GO:0003964
evm.TU.HiC_scaffold_46.263,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_8.116,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_49.202,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_49.107,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_52.48,GO:0004854; GO:0004855; GO:0005506; GO:0005615; GO:0005777; GO:0005829; GO:0009115; GO:0016491; GO:0030151; GO:0034418; GO:0043546; GO:0050660; GO:0051537; GO:0070674; GO:0071949
evm.TU.HiC_scaffold_18.252,GO:0005385; GO:0005789; GO:0005794; GO:0006829; GO:0006882; GO:0016021; GO:0055069; GO:0071577
evm.TU.HiC_scaffold_19.184,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_56.123,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_56.149,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_50.34,GO:0001764; GO:0003382; GO:0003401; GO:0004713; GO:0004714; GO:0004715; GO:0005524; GO:0005737; GO:0005829; GO:0005911; GO:0005927; GO:0005938; GO:0007268; GO:0007303; GO:0007370; GO:0007391; GO:0007409; GO:0007411; GO:0007417; GO:0007419; GO:0007611; GO:0008045; GO:0008064; GO:0008360; GO:0010592; GO:0010977; GO:0016199; GO:0018108; GO:0019897; GO:0021785; GO:0030424; GO:0031647; GO:0032880; GO:0045179; GO:0045202; GO:0045886; GO:0046777; GO:0046827; GO:0048749; GO:0048813; GO:0072499
evm.TU.HiC_scaffold_92.192,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_69.160,GO:0000122; GO:0001501; GO:0001843; GO:0001947; GO:0003281; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006355; GO:0006508; GO:0007165; GO:0007275; GO:0008013; GO:0019901; GO:0021775; GO:0021776; GO:0035904; GO:0042308; GO:0042994; GO:0043433; GO:0043588; GO:0045668; GO:0045879; GO:0060976; GO:0097542; GO:0097546; GO:1901621; GO:2000059
evm.TU.HiC_scaffold_29.216,GO:0003964
evm.TU.HiC_scaffold_59.178,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_12.196,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_50.91,GO:0003964
evm.TU.HiC_scaffold_55.237,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_52.304,GO:0003964
evm.TU.HiC_scaffold_7.90,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_19.214,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_48.78,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_69.252,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_74.385,GO:0005506; GO:0005789; GO:0012505; GO:0017143; GO:0018685; GO:0020037; GO:0031000; GO:0048252
evm.TU.HiC_scaffold_86.110,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_29.36,GO:0004140; GO:0004595; GO:0005524; GO:0005759; GO:0015937
evm.TU.HiC_scaffold_81.49,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_41.19,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.131,GO:0000030; GO:0005637; GO:0016020; GO:0016021; GO:0018406
evm.TU.HiC_scaffold_47.218,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_33.6,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_85.80,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_38.30,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_84.205,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.156,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_4.187,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_94.211,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_57.35,GO:0003384; GO:0004672; GO:0004674; GO:0004703; GO:0005524; GO:0005737; GO:0005886; GO:0006468; GO:0006963; GO:0007165; GO:0007476; GO:0009898; GO:0009966; GO:0010739; GO:0045752; GO:0045879; GO:0045880; GO:0048260; GO:0048601; GO:0050830; GO:0070273
evm.TU.HiC_scaffold_50.42,GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_15.249,GO:0008643; GO:0016021; GO:0022857; GO:0042593; GO:0090277
evm.TU.HiC_scaffold_59.49,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_5.145,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_80.169,GO:0003860; GO:0005739; GO:0006574; GO:0009083
evm.TU.HiC_scaffold_39.42,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_69.179,GO:0003964
evm.TU.HiC_scaffold_3.107,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_18.304,GO:0005789; GO:0005886; GO:0006506; GO:0016020; GO:0016255; GO:0034394; GO:0042765; GO:0046425
evm.TU.HiC_scaffold_3.165,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_69.40,GO:0003964
evm.TU.HiC_scaffold_87.178,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_25.141,GO:0005737; GO:0005874; GO:0030286; GO:0031514
evm.TU.HiC_scaffold_80.78,GO:0005737; GO:0005764; GO:0005765; GO:0005770; GO:0005773; GO:0005794; GO:0006886; GO:0007032; GO:0008021; GO:0015031; GO:0016192; GO:0017185; GO:0030136; GO:0030199; GO:0031091; GO:0031901; GO:0031902; GO:0032400; GO:0032418; GO:0032963; GO:0033263; GO:0035855; GO:0044877; GO:0048471; GO:0055037; GO:0061025; GO:0070889; GO:0090330
evm.TU.HiC_scaffold_85.89,GO:0000062; GO:0003857; GO:0003985; GO:0004300; GO:0005739; GO:0005743; GO:0006635; GO:0016507; GO:0016508; GO:0016509; GO:0032868; GO:0035965; GO:0042493; GO:0042645; GO:0044877; GO:0070403
evm.TU.HiC_scaffold_94.130,GO:0000785; GO:0000978; GO:0000981; GO:0001654; GO:0005634; GO:0005667; GO:0006357; GO:0007601; GO:0009887; GO:1990837
evm.TU.HiC_scaffold_65.104,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_16.272,GO:0003964
evm.TU.HiC_scaffold_82.283,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_22.144,GO:0001676; GO:0005324; GO:0005524; GO:0005778; GO:0005779; GO:0006635; GO:0007031; GO:0015607; GO:0015910; GO:0042626; GO:0042760
evm.TU.HiC_scaffold_88.28,GO:0003964
evm.TU.HiC_scaffold_59.379,GO:0005344; GO:0005615; GO:0016491; GO:0046872
evm.TU.HiC_scaffold_80.282,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_9.185,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_76.286,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_46.176,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_94.344,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_47.189,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_79.551,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_12.54,GO:0003964; GO:0046872
evm.TU.HiC_scaffold_41.1,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_4.150,GO:0003964
evm.TU.HiC_scaffold_39.107,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_8.1,GO:0003964
evm.TU.HiC_scaffold_4.31,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_103.211,GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_15.100,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_73.58,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_79.315,GO:0003964
evm.TU.HiC_scaffold_37.81,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_68.313,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_62.30,GO:0000123; GO:0000381; GO:0000812; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0006325; GO:0006355; GO:0007049; GO:0008094; GO:0010629; GO:0016458; GO:0016573; GO:0016787; GO:0030097; GO:0035019; GO:0035207; GO:0035222; GO:0035267; GO:0036098; GO:0042393; GO:0043044; GO:0043486; GO:0048477; GO:0048813; GO:0070615; GO:0070983
evm.TU.HiC_scaffold_45.245,GO:0003677; GO:0046872
evm.TU.HiC_scaffold_50.105,GO:0003964
evm.TU.HiC_scaffold_20.164,GO:0003964
evm.TU.HiC_scaffold_53.121,GO:0003964
evm.TU.HiC_scaffold_29.300,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_79.413,GO:0003837; GO:0005737; GO:0033396; GO:0046135; GO:0051260
evm.TU.HiC_scaffold_58.239,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_52.301,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_4.145,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_103.238,GO:0003964
evm.TU.HiC_scaffold_103.158,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_55.61,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_10.198,GO:0005524; GO:0005739; GO:0017171; GO:0030956; GO:0032543; GO:0050567; GO:0070681
evm.TU.HiC_scaffold_69.361,GO:0003964
evm.TU.HiC_scaffold_6947.5,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_102.149,GO:0005524; GO:0008559; GO:0016020; GO:0016021; GO:0016323; GO:0016787; GO:0034634; GO:0034775; GO:0042626; GO:0042908; GO:0055085
evm.TU.HiC_scaffold_79.507,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_21.219,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_20.45,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_57.152,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_4.224,GO:0003964
evm.TU.HiC_scaffold_78.47,GO:0005654
evm.TU.HiC_scaffold_31.141,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_90.87,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_85.203,GO:0003964
evm.TU.HiC_scaffold_84.62,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_15.102,GO:0005096; GO:0005764; GO:0005765; GO:0010506; GO:0032007; GO:0034198; GO:0035859; GO:0045792; GO:0048142; GO:0051321; GO:0051729; GO:1904262; GO:1990130
evm.TU.HiC_scaffold_16.337,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_6.189,GO:0003964
evm.TU.HiC_scaffold_75.13,GO:0003964
evm.TU.HiC_scaffold_63.28,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_2.124,GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
evm.TU.HiC_scaffold_45.22,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_75.28,GO:0003964
evm.TU.HiC_scaffold_97.89,GO:0000226; GO:0000278; GO:0005096; GO:0005737; GO:0005813; GO:0005912; GO:0005923; GO:0006457; GO:0007021; GO:0007023; GO:0010812; GO:0016328; GO:0031115; GO:0034333; GO:0048487; GO:0048667; GO:0070830
evm.TU.HiC_scaffold_89.37,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_5.171,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_21.42,GO:0003964
evm.TU.HiC_scaffold_11.135,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_104.48,GO:0003964
evm.TU.HiC_scaffold_22.5,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.159,GO:0000272; GO:0005576; GO:0005618; GO:0030115; GO:0030246
evm.TU.HiC_scaffold_103.27,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.33,GO:0000017; GO:0005412; GO:0005886; GO:0006814; GO:0015151; GO:0016021; GO:0031526; GO:0035811; GO:0036359; GO:0055056; GO:0098708; GO:0098719; GO:1904659
evm.TU.HiC_scaffold_70.15,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_55.50,GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
evm.TU.HiC_scaffold_52.27,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_15.248,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_86.74,GO:0003964
evm.TU.HiC_scaffold_27.39,GO:0000209; GO:0004842; GO:0005737; GO:0005829; GO:0006914; GO:0016020; GO:0030163; GO:0045806; GO:0046755; GO:0046872; GO:0051865; GO:0061630; GO:0070086; GO:1904417; GO:2000786
