"Treatment","gene","mean","sd","cv","DEG","change_in_treatment","spid","protein_names","evalue"
"Low","g32348",9.56515729596577,0.146149529440835,0.0152793649825785,"DEG","Up-regulated","Q8BQN6","Zinc finger protein OZF (Only zinc finger protein) (Zinc finger protein 146)",9.31e-58
"Low","g32358",13.543321121167,0.373508713861495,0.0275788125024764,"DEG","Up-regulated",NA,NA,NA
"Low","g32457",8.009153872427,0.176413131882751,0.0220264380848127,"DEG","Up-regulated","P14381","Transposon TX1 uncharacterized 149 kDa protein (ORF 2)",9.03e-18
"Low","g32504",11.5009846354432,0.239451108096039,0.0208200528638312,"DEG","Up-regulated",NA,NA,NA
"Low","g32505",9.2117420089197,0.266596490014818,0.0289409418714369,"DEG","Up-regulated",NA,NA,NA
"Low","g32517",11.7371480902648,0.17903765696567,0.0152539318400668,"DEG","Up-regulated",NA,NA,NA
"Low","g32544",12.7470981528422,0.207229348269225,0.0162569822389749,"DEG","Up-regulated",NA,NA,NA
"Low","g32553",9.57540981764608,0.202344792623317,0.0211317109634749,"DEG","Up-regulated",NA,NA,NA
"Low","g32757",8.87542074166974,0.217938035651351,0.024555234280685,"DEG","Up-regulated",NA,NA,NA
"Low","g3282",9.69548042645551,0.252773636355798,0.0260712853038276,"DEG","Up-regulated",NA,NA,NA
"Low","g32879",11.6805271995946,0.173726996577581,0.0148732153616843,"DEG","Up-regulated",NA,NA,NA
"Low","g32889",9.34985658841326,0.232063230436434,0.0248199775303523,"DEG","Up-regulated",NA,NA,NA
"Low","g3290",12.6595054445377,0.253722977345887,0.0200420923595687,"DEG","Up-regulated",NA,NA,NA
"Low","g32910",11.0129213298632,0.330312493704974,0.0299931765433828,"DEG","Up-regulated",NA,NA,NA
"Low","g33079",11.858005754471,0.153343486837962,0.0129316421338507,"DEG","Up-regulated","O43639","Cytoplasmic protein NCK2 (Growth factor receptor-bound protein 4) (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta)",3.97e-19
"Low","g33132",8.09896203678729,0.115261785727651,0.0142316737878393,"DEG","Up-regulated",NA,NA,NA
"Low","g33186",10.810354326498,0.106947630746957,0.00989307357713614,"DEG","Up-regulated",NA,NA,NA
"Low","g33246",10.19162283739,0.194132345826752,0.0190482270511953,"DEG","Up-regulated",NA,NA,NA
"Low","g33247",10.9633796628507,0.196887474354979,0.0179586478266487,"DEG","Up-regulated",NA,NA,NA
"Low","g33248",9.93681535574792,0.164593715519049,0.0165640307911971,"DEG","Up-regulated",NA,NA,NA
"Low","g33250",7.14228059384553,0.146520392904359,0.0205145108735457,"DEG","Up-regulated",NA,NA,NA
"Low","g33334",11.6473564284935,0.201574457886237,0.0173064556857825,"DEG","Up-regulated",NA,NA,NA
"Low","g33335",10.3742381747414,0.283975060283199,0.0273731001255211,"DEG","Up-regulated",NA,NA,NA
"Low","g3336",10.5047755994681,0.201184656104393,0.0191517328665812,"DEG","Up-regulated",NA,NA,NA
"Low","g33407",10.4555607418999,0.215988678256533,0.0206577804470089,"DEG","Up-regulated","P08548","LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",8.96e-21
"Low","g3341",11.0229652170783,0.14263435259789,0.0129397444144068,"DEG","Up-regulated",NA,NA,NA
"Low","g33464",6.42620009939998,0.129456725678349,0.0201451438915568,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",5.24e-24
"Low","g33475",10.6389630643821,0.173468588302207,0.016305027778784,"DEG","Up-regulated",NA,NA,NA
"Low","g33476",9.89285941826123,0.181883131428525,0.0183852942550449,"DEG","Up-regulated",NA,NA,NA
"Low","g33477",8.33057893465281,0.192550969495096,0.0231137560793211,"DEG","Up-regulated",NA,NA,NA
"Low","g33482",8.01782171688319,0.166118810364456,0.0207186959538722,"DEG","Up-regulated",NA,NA,NA
"Low","g3349",9.58444485588544,0.180034960340065,0.0187840780605579,"DEG","Up-regulated",NA,NA,NA
"Low","g33606",8.50962704055727,0.209437017036142,0.0246117739400276,"DEG","Up-regulated",NA,NA,NA
"Low","g33729",9.13523257833924,0.193924288692553,0.0212281720284135,"DEG","Up-regulated",NA,NA,NA
"Low","g33767",8.09394689736548,0.16574150762381,0.020477217076598,"DEG","Up-regulated",NA,NA,NA
"Low","g33790",10.0287953102606,0.110512636712585,0.0110195325852865,"DEG","Up-regulated","O75564","Jerky protein homolog",1.27e-15
"Low","g33792",8.24573668659391,0.136030413479888,0.0164970600748202,"DEG","Up-regulated",NA,NA,NA
"Low","g33927",9.96930183891544,0.187021901313305,0.0187597792037212,"DEG","Up-regulated",NA,NA,NA
"Low","g33954",9.6622875363906,0.170350712739983,0.0176304743673172,"DEG","Up-regulated",NA,NA,NA
"Low","g33996",9.25296172106748,0.177081768754614,0.01913784732854,"DEG","Up-regulated",NA,NA,NA
"Low","g33997",8.90100373999906,0.210478649240441,0.0236466195710714,"DEG","Up-regulated",NA,NA,NA
"Low","g34044",12.2362763860261,0.191361906385233,0.0156389002951723,"DEG","Up-regulated","P08548","LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",5.32e-13
"Low","g34055",11.7952755235136,0.238025204330584,0.0201797070238916,"DEG","Up-regulated",NA,NA,NA
"Low","g34056",12.3059533474666,0.218735936943582,0.0177748062882599,"DEG","Up-regulated",NA,NA,NA
"Low","g34128",11.7031598479323,0.197416214782059,0.0168686249993362,"DEG","Up-regulated",NA,NA,NA
"Low","g34175",9.32044399816473,0.223290216813803,0.0239570364735597,"DEG","Up-regulated",NA,NA,NA
"Low","g34183",9.30951483422465,0.187623989689539,0.0201540029776606,"DEG","Up-regulated",NA,NA,NA
"Low","g3419",12.09865431443,0.207348063727005,0.017138109606099,"DEG","Up-regulated",NA,NA,NA
"Low","g34201",7.81544257185527,0.131692793320741,0.0168503308814512,"DEG","Up-regulated",NA,NA,NA
"Low","g34202",8.39312217001548,0.0989983905613148,0.0117951804532272,"DEG","Up-regulated",NA,NA,NA
"Low","g34228",11.3448874617737,0.172426416935092,0.0151986009130614,"DEG","Up-regulated","P08548","LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",5.58e-24
"Low","g34229",10.3396257845394,0.208469948682306,0.0201622334334407,"DEG","Up-regulated",NA,NA,NA
"Low","g34231",8.76294811530772,0.226557456672992,0.0258540223782937,"DEG","Up-regulated",NA,NA,NA
"Low","g34233",8.41772432824666,0.167656370525053,0.0199170659417371,"DEG","Up-regulated",NA,NA,NA
"Low","g34274",11.0574608873729,0.245751935133804,0.0222249879639585,"DEG","Up-regulated",NA,NA,NA
"Low","g34287",13.4357351458916,0.167860830477526,0.0124936096651812,"DEG","Up-regulated",NA,NA,NA
"Low","g34288",11.7194423243725,0.164752305136903,0.0140580328463475,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",9.13e-21
"Low","g34335",10.4107666767074,0.0936641834170311,0.00899685741940517,"DEG","Up-regulated",NA,NA,NA
"Low","g34504",11.2623039312518,0.190531904035849,0.0169176666869327,"DEG","Up-regulated",NA,NA,NA
"Low","g34533",7.44778733153304,0.164028498380069,0.0220237892246993,"DEG","Up-regulated","P17019","Zinc finger protein 708 (Zinc finger protein 15) (Zinc finger protein 15-like 1) (Zinc finger protein KOX8)",9.5e-65
"Low","g34536",7.2322839499136,0.170644576368739,0.0235948391338779,"DEG","Up-regulated",NA,NA,NA
"Low","g34717",11.9419804821845,0.212859142507633,0.0178244423381184,"DEG","Up-regulated","Q8WVB3","Hexosaminidase D (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase D) (Hexosaminidase domain-containing protein) (N-acetyl-beta-galactosaminidase)",7.1e-91
"Low","g34740",13.3997475147523,0.198190971141638,0.014790649668842,"DEG","Up-regulated",NA,NA,NA
"Low","g34766",7.10038282592545,0.163669443700306,0.0230507914450336,"DEG","Up-regulated",NA,NA,NA
"Low","g34811",9.37135159385827,0.137558155596198,0.0146785822961066,"DEG","Up-regulated",NA,NA,NA
"Low","g3484",10.9388659859997,0.159434623152266,0.0145750595497122,"DEG","Up-regulated",NA,NA,NA
"Low","g3486",9.32903319402724,0.103343129245128,0.0110775818989787,"DEG","Up-regulated",NA,NA,NA
"Low","g34968",10.614877978045,0.18835309468583,0.0177442543452129,"DEG","Up-regulated",NA,NA,NA
"Low","g34969",9.59727146570432,0.110143156306487,0.011476507328159,"DEG","Up-regulated",NA,NA,NA
"Low","g34996",10.2687520631711,0.180984430849167,0.0176247736566032,"DEG","Up-regulated",NA,NA,NA
"Low","g35057",10.3208205216588,0.127275275786686,0.0123318950774884,"DEG","Up-regulated",NA,NA,NA
"Low","g35081",8.27023485050563,0.131830031597922,0.0159403008476673,"DEG","Up-regulated",NA,NA,NA
"Low","g35120",12.6745183605175,0.179580153081096,0.0141685978096421,"DEG","Up-regulated",NA,NA,NA
"Low","g35141",10.0190324796625,0.17655558077098,0.0176220190052651,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",2.47e-15
"Low","g35142",10.744250635867,0.147836505158357,0.0137595920058716,"DEG","Up-regulated",NA,NA,NA
"Low","g35143",9.38738959108824,0.159459913957292,0.0169866087275927,"DEG","Up-regulated",NA,NA,NA
"Low","g35163",11.7236905378992,0.133879600861064,0.0114195781975199,"DEG","Up-regulated",NA,NA,NA
"Low","g35187",9.64416696151785,0.250479069956259,0.0259720793880612,"DEG","Up-regulated",NA,NA,NA
"Low","g3519",11.8788136917103,0.219531213090665,0.0184809037996669,"DEG","Up-regulated",NA,NA,NA
"Low","g35201",12.3257161020249,0.197975319743035,0.0160619730411047,"DEG","Up-regulated","O61307","Teneurin-m (Tenm) (Odd Oz protein) (Tenascin-like protein)",9.41e-86
"Low","g35403",9.70251200076079,0.229963516063496,0.0237014410335657,"DEG","Up-regulated",NA,NA,NA
"Low","g35639",8.0652708856141,0.241408554156322,0.0299318593981659,"DEG","Up-regulated",NA,NA,NA
"Low","g35974",10.516568389359,0.19148163668422,0.0182076157920456,"DEG","Up-regulated",NA,NA,NA
"Low","g35980",9.70783353140505,0.212958864595855,0.02193680638496,"DEG","Up-regulated","Q497V6","Bromo adjacent homology domain-containing 1 protein (BAH domain-containing protein 1)",5.37e-14
"Low","g36005",10.2008119663849,0.210543193418637,0.0206398465252028,"DEG","Up-regulated",NA,NA,NA
"Low","g3617",11.6318261166484,0.0612782595431457,0.00526815471007079,"DEG","Up-regulated",NA,NA,NA
"Low","g36216",12.8564289854287,0.213780791433459,0.0166283181492898,"DEG","Up-regulated","Q9V427","Innexin inx2 (Innexin-2) (Gap junction protein prp33) (Pas-related protein 33)",5.59e-31
"Low","g36224",10.8205514009427,0.173785902092462,0.0160607251565129,"DEG","Up-regulated",NA,NA,NA
"Low","g36230",11.9407632963708,0.233451507479721,0.019550802715491,"DEG","Up-regulated",NA,NA,NA
"Low","g36231",12.7602532406431,0.18545000893107,0.0145334113229342,"DEG","Up-regulated",NA,NA,NA
"Low","g3633",12.0649755128574,0.248681332042163,0.0206118389363615,"DEG","Up-regulated",NA,NA,NA
"Low","g3639",9.67371155852281,0.137231805953617,0.0141860551788638,"DEG","Up-regulated",NA,NA,NA
"Low","g36486",9.89073395017069,0.137938881326224,0.013946273554739,"DEG","Up-regulated",NA,NA,NA
"Low","g36534",9.01172356210802,0.118879041024953,0.0131915987220035,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",1.53e-18
"Low","g36537",7.77821781513372,0.0869536725333203,0.0111791254243535,"DEG","Up-regulated","Q9P255","Zinc finger protein 492 (Zinc finger protein 115)",2.66e-44
"Low","g36658",11.7403403328045,0.196218678275246,0.0167132018930473,"DEG","Up-regulated","Q12959","Disks large homolog 1 (Synapse-associated protein 97) (SAP-97) (SAP97) (hDlg)",7.16e-15
"Low","g36757",9.63737046961589,0.203789116640889,0.0211457178369746,"DEG","Up-regulated",NA,NA,NA
"Low","g36845",10.0096787922864,0.233405712210322,0.0233180022110388,"DEG","Up-regulated",NA,NA,NA
"Low","g36879",7.02739746318329,0.210067693800348,0.0298926729135357,"DEG","Up-regulated",NA,NA,NA
"Low","g36889",9.29577331469228,0.177885190304344,0.0191361368529922,"DEG","Up-regulated",NA,NA,NA
"Low","g37197",9.93563092114835,0.261623312871329,0.0263318268308915,"DEG","Up-regulated",NA,NA,NA
"Low","g37321",6.61471198489702,0.174545982520392,0.0263875408209644,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",8.45e-34
"Low","g37407",9.26652661457084,0.224741428134176,0.0242530386499714,"DEG","Up-regulated",NA,NA,NA
"Low","g37439",10.2949967714725,0.0953557907300948,0.00926234294646177,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",4.61e-33
"Low","g37454",6.76700155384653,0.194715955184547,0.0287743328614821,"DEG","Up-regulated","Q8MLZ5","Ras GTPase-activating protein gap-2 (GTPase-activating protein 2)",3.33e-11
"Low","g37575",9.75629923753274,0.21479011061768,0.0220155312366165,"DEG","Up-regulated",NA,NA,NA
"Low","g37783",11.0037487236422,0.204694680662599,0.018602267809224,"DEG","Up-regulated",NA,NA,NA
"Low","g37823",10.6247082785851,0.1951086298966,0.0183636693620902,"DEG","Up-regulated",NA,NA,NA
"Low","g37845",10.501808255253,0.199626480688817,0.0190087721882528,"DEG","Up-regulated",NA,NA,NA
"Low","g3795",11.4750536851444,0.282101915827207,0.0245839299377236,"DEG","Up-regulated",NA,NA,NA
"Low","g38061",9.92151570986921,0.283423245387695,0.0285665268972729,"DEG","Up-regulated",NA,NA,NA
"Low","g38071",8.52958812897446,0.156523362043999,0.0183506354207537,"DEG","Up-regulated",NA,NA,NA
"Low","g38099",10.7389101624146,0.139511359272687,0.0129912027536059,"DEG","Up-regulated",NA,NA,NA
"Low","g38108",9.5095024622789,0.09421512002484,0.00990747101633979,"DEG","Up-regulated",NA,NA,NA
"Low","g38125",10.532373027362,0.218222470522227,0.0207192120859476,"DEG","Up-regulated","Q15375","Ephrin type-A receptor 7 (EC 2.7.10.1) (EPH homology kinase 3) (EHK-3) (EPH-like kinase 11) (EK11) (hEK11)",2.22e-14
"Low","g38128",9.64280881401881,0.222887872731741,0.0231144137595785,"DEG","Up-regulated",NA,NA,NA
"Low","g38161",10.726650313559,0.211040246731853,0.0196743848790416,"DEG","Up-regulated",NA,NA,NA
"Low","g38162",11.2286389357395,0.213757890468384,0.0190368478042353,"DEG","Up-regulated",NA,NA,NA
"Low","g38163",9.10094676047784,0.195238218136202,0.0214525173341363,"DEG","Up-regulated",NA,NA,NA
"Low","g38170",10.419299605829,0.166742851048208,0.016003268679876,"DEG","Up-regulated",NA,NA,NA
"Low","g3820",7.5715455795597,0.165390050427849,0.0218436313550485,"DEG","Up-regulated","Q5R633","Telomere zinc finger-associated protein (TZAP) (Krueppel-related zinc finger protein 3 homolog) (Zinc finger and BTB domain-containing protein 48)",2.65e-16
"Low","g38209",10.7323211300339,0.167567173302741,0.0156133208531947,"DEG","Up-regulated",NA,NA,NA
"Low","g38309",8.90233632949399,0.156647571549228,0.0175962315679138,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",1.67e-14
"Low","g38317",11.3981061067272,0.191788065622125,0.0168263098997588,"DEG","Up-regulated",NA,NA,NA
"Low","g38346",8.5102164411848,0.191471163736804,0.0224989769719825,"DEG","Up-regulated",NA,NA,NA
"Low","g38427",6.97720938384588,0.196034170208557,0.0280963576444228,"DEG","Up-regulated","Q8TF32","Zinc finger protein 431",1.54e-56
"Low","g38494",10.6721416280987,0.115476525749633,0.0108203704348895,"DEG","Up-regulated",NA,NA,NA
"Low","g38635",7.34863046077143,0.219302559070522,0.0298426435022426,"DEG","Up-regulated",NA,NA,NA
"Low","g38670",9.64034262375715,0.280348167341657,0.0290807265138878,"DEG","Up-regulated",NA,NA,NA
"Low","g38671",12.4983568816148,0.146206712931193,0.0116980747402296,"DEG","Up-regulated","P29174","Cold shock domain-containing protein E1 (Protein UNR) (Fragment)",3.01e-14
"Low","g38677",11.2513906579828,0.203468405597801,0.0180838450803805,"DEG","Up-regulated",NA,NA,NA
"Low","g38724",11.8254397343221,0.293729597838409,0.0248387886148444,"DEG","Up-regulated",NA,NA,NA
"Low","g38725",10.9037759754312,0.254982263578009,0.0233847672725985,"DEG","Up-regulated","P21521","Synaptotagmin 1 (p65)",2.79e-28
"Low","g38726",13.1238697279171,0.204813594267933,0.0156061892196517,"DEG","Up-regulated",NA,NA,NA
"Low","g38757",9.60968344180782,0.2738724366416,0.0284996314706989,"DEG","Up-regulated",NA,NA,NA
"Low","g38810",12.2794135806411,0.189482593197834,0.0154309154874106,"DEG","Up-regulated",NA,NA,NA
"Low","g3883",11.5174022103202,0.232611606924189,0.0201965341382067,"DEG","Up-regulated",NA,NA,NA
"Low","g3890",7.23581900402734,0.20764236117081,0.0286964559305919,"DEG","Up-regulated",NA,NA,NA
"Low","g3891",7.74745333729151,0.230411400672572,0.029740276016057,"DEG","Up-regulated",NA,NA,NA
"Low","g38979",10.0704501352063,0.170779241588694,0.0169584516377922,"DEG","Up-regulated","Q5EB92","WD repeat-containing protein 70",4.81e-159
"Low","g38981",10.6653287225939,0.174768033048675,0.0163865585013277,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",4.2e-24
"Low","g39007",7.77134372188429,0.13875285595193,0.0178544227250171,"DEG","Up-regulated","P16924","Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)",4.6e-18
"Low","g39008",9.3854333041689,0.152678839894586,0.0162676388981175,"DEG","Up-regulated",NA,NA,NA
"Low","g39158",9.9827983119223,0.166030136615444,0.0166316228604115,"DEG","Up-regulated",NA,NA,NA
"Low","g39175",11.0951971926057,0.215413064929083,0.0194149830047765,"DEG","Up-regulated",NA,NA,NA
"Low","g39361",7.82239578718184,0.23250083928982,0.0297224591564143,"DEG","Up-regulated",NA,NA,NA
"Low","g39505",9.29290962171564,0.216221782295122,0.0232673932166364,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",9.51e-20
"Low","g39507",9.90817559558338,0.193573523124212,0.0195367473312138,"DEG","Up-regulated",NA,NA,NA
"Low","g39508",10.0560312515352,0.1734007948278,0.0172434622059599,"DEG","Up-regulated",NA,NA,NA
"Low","g39653",7.80972732437086,0.228935438420158,0.0293141397787023,"DEG","Up-regulated",NA,NA,NA
"Low","g39711",9.45541757975418,0.209372749531248,0.0221431520887618,"DEG","Up-regulated",NA,NA,NA
"Low","g39712",8.50227026868131,0.109912049216805,0.012927376541025,"DEG","Up-regulated",NA,NA,NA
"Low","g39744",8.82300381248407,0.24436662504871,0.0276965339970662,"DEG","Up-regulated",NA,NA,NA
"Low","g39776",9.65542153908196,0.20387896514913,0.0211154908487314,"DEG","Up-regulated",NA,NA,NA
"Low","g39777",13.9373025625322,0.162343333319627,0.0116481171726914,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",2.91e-34
"Low","g39791",5.65153461283156,0.165823321041803,0.0293412908885507,"DEG","Up-regulated","P10394","Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]",3.96e-20
"Low","g39801",8.98499213379786,0.258651698057558,0.0287870811911584,"DEG","Up-regulated","Q0IHW3","Protein Smaug homolog 1 (Smaug 1) (Sterile alpha motif domain-containing protein 4A)",1.27e-17
"Low","g39802",10.4276816159454,0.215526873652768,0.0206687240357625,"DEG","Up-regulated",NA,NA,NA
"Low","g39831",10.0487257776085,0.224832039523268,0.0223741840009467,"DEG","Up-regulated",NA,NA,NA
"Low","g3984",11.5968194416288,0.159672536412954,0.0137686490004131,"DEG","Up-regulated",NA,NA,NA
"Low","g39847",8.20841304477349,0.228336238127635,0.0278173426315362,"DEG","Up-regulated",NA,NA,NA
"Low","g39873",9.23617183027296,0.239788833858946,0.0259619286285906,"DEG","Up-regulated",NA,NA,NA
"Low","g39891",7.16419261981094,0.20558995160204,0.0286968766073553,"DEG","Up-regulated",NA,NA,NA
"Low","g39995",10.6697041832343,0.161654985582581,0.0151508404362883,"DEG","Up-regulated","Q9V477","Toll-like receptor Tollo (Toll-like receptor 8)",0
"Low","g40001",11.7363274653969,0.205571587293287,0.0175158360142378,"DEG","Up-regulated","O94901","SUN domain-containing protein 1 (Protein unc-84 homolog A) (Sad1/unc-84 protein-like 1)",5.81e-42
"Low","g40109",10.2395698691177,0.160776135180211,0.0157014539902802,"DEG","Up-regulated",NA,NA,NA
"Low","g40111",8.85118998909205,0.187635047459255,0.021198849837196,"DEG","Up-regulated",NA,NA,NA
"Low","g4016",11.8341386196022,0.236847371014797,0.0200139087962416,"DEG","Up-regulated",NA,NA,NA
"Low","g40246",10.2018018598838,0.193407801389218,0.0189582001342086,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",6.43e-26
"Low","g40258",8.56673530154279,0.21623306795346,0.0252410119307081,"DEG","Up-regulated","Q98SJ5","Single-minded homolog 1-A",6.9e-29
"Low","g40289",10.8721375621527,0.175466956253526,0.0161391405554275,"DEG","Up-regulated",NA,NA,NA
"Low","g40401",12.7979586176562,0.298616115976979,0.0233331052942306,"DEG","Up-regulated",NA,NA,NA
"Low","g40502",10.5807118464238,0.153700208545649,0.0145264525465362,"DEG","Up-regulated",NA,NA,NA
"Low","g40508",12.123365346616,0.266247714015923,0.0219615351351463,"DEG","Up-regulated","Q14978","Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140) (Hepatitis C virus NS5A-transactivated protein 13) (HCV NS5A-transactivated protein 13) (Nucleolar 130 kDa protein) (Nucleolar phosphoprotein p130)",2.13e-13
"Low","g40660",8.47515299657366,0.192291069213736,0.0226888021126551,"DEG","Up-regulated",NA,NA,NA
"Low","g407",9.93023581281321,0.138511291927635,0.013948439346114,"DEG","Up-regulated","P08548","LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",1.85e-19
"Low","g40853",10.1281105620769,0.106189726174984,0.0104846531368442,"DEG","Up-regulated","Q8TBZ3","WD repeat-containing protein 20 (Protein DMR)",7.57e-112
"Low","g40856",11.6673291031676,0.228758920677504,0.0196067942075447,"DEG","Up-regulated",NA,NA,NA
"Low","g40894",10.6025950631212,0.141076940120618,0.0133058877832017,"DEG","Up-regulated",NA,NA,NA
"Low","g409",8.55983961897803,0.149249728799758,0.0174360426647313,"DEG","Up-regulated",NA,NA,NA
"Low","g4117",13.4325973276485,0.251162385808462,0.0186979762500207,"DEG","Up-regulated",NA,NA,NA
"Low","g41174",11.2127120131653,0.157108430924943,0.0140116352529589,"DEG","Up-regulated",NA,NA,NA
"Low","g41210",7.28980290766398,0.103858873095448,0.0142471441835908,"DEG","Up-regulated",NA,NA,NA
"Low","g4131",10.4838322188725,0.17970547701024,0.0171412011617988,"DEG","Up-regulated",NA,NA,NA
"Low","g41329",10.7359036490035,0.137215270403234,0.0127809707398008,"DEG","Up-regulated","Q5HZM1","Probable RNA-binding protein EIF1AD (Eukaryotic translation initiation factor 1A domain-containing protein)",3.46e-18
"Low","g41331",10.6528893030041,0.165556988302433,0.0155410408944873,"DEG","Up-regulated",NA,NA,NA
"Low","g41508",8.38355089292246,0.230887930034575,0.0275405890634594,"DEG","Up-regulated",NA,NA,NA
"Low","g4151",10.3087999369405,0.140527476338549,0.0136317978036399,"DEG","Up-regulated",NA,NA,NA
"Low","g41531",11.1791780247536,0.244968011917358,0.0219128822687083,"DEG","Up-regulated",NA,NA,NA
"Low","g41532",11.5298268923495,0.244540504239257,0.0212093821114972,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",2.48e-11
"Low","g41621",8.94087298705726,0.20669892582457,0.0231184277110061,"DEG","Up-regulated",NA,NA,NA
"Low","g41689",11.6560422933986,0.205964028421539,0.0176701510887779,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",6.48e-23
"Low","g41853",11.9714739479484,0.208224933401959,0.017393424928903,"DEG","Up-regulated",NA,NA,NA
"Low","g41883",9.16137796785395,0.2068110215283,0.0225742265250896,"DEG","Up-regulated",NA,NA,NA
"Low","g41885",7.27443775843642,0.212647737210437,0.0292321886957961,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",5.9e-19
"Low","g42132",7.97154138296856,0.172015022148263,0.0215786400501888,"DEG","Up-regulated",NA,NA,NA
"Low","g42221",10.9526391050133,0.11331114697141,0.0103455565261476,"DEG","Up-regulated",NA,NA,NA
"Low","g42321",10.9012234280403,0.213979600183358,0.0196289528047794,"DEG","Up-regulated",NA,NA,NA
"Low","g42570",10.3168253335082,0.191683989259872,0.0185797455189339,"DEG","Up-regulated",NA,NA,NA
"Low","g42571",12.1790487181664,0.173437198637328,0.0142406194975333,"DEG","Up-regulated",NA,NA,NA
"Low","g42572",10.4918896532493,0.199092402106709,0.0189758383557771,"DEG","Up-regulated",NA,NA,NA
"Low","g42646",9.64032834029113,0.113949604170462,0.0118200957631512,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",2.19e-17
"Low","g42677",10.4256132164544,0.204740152299698,0.0196381879942144,"DEG","Up-regulated",NA,NA,NA
"Low","g42688",10.2428308553093,0.219187752556502,0.0213991381535786,"DEG","Up-regulated",NA,NA,NA
"Low","g4275",8.38296071642537,0.210144486024148,0.0250680509109862,"DEG","Up-regulated",NA,NA,NA
"Low","g42815",8.22633092328923,0.169104692872705,0.0205565147390265,"DEG","Up-regulated","Q96DM1","PiggyBac transposable element-derived protein 4",1.25e-69
"Low","g4283",10.3111552804497,0.274175635414864,0.0265901955656424,"DEG","Up-regulated",NA,NA,NA
"Low","g42836",8.63718706650024,0.181180873780406,0.0209768379896651,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",2.53e-24
"Low","g42837",9.29741934339734,0.217069104597177,0.023347242560521,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",2.67e-24
"Low","g4284",12.6834237384655,0.204611131842381,0.0161321687315271,"DEG","Up-regulated",NA,NA,NA
"Low","g42874",10.5566958669616,0.170305972044564,0.0161325071964568,"DEG","Up-regulated",NA,NA,NA
"Low","g42885",13.0611543155772,0.174569423943596,0.0133655433299183,"DEG","Up-regulated",NA,NA,NA
