gene	gene_ontology_i_ds
evm.TU.HiC_scaffold_57.26	GO:0004089; GO:0005576; GO:0006730; GO:0008270; GO:0016836
evm.TU.HiC_scaffold_26.31	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_88.8	GO:0003964
evm.TU.HiC_scaffold_76.20	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_72.14	GO:0043565
evm.TU.HiC_scaffold_84.35	GO:0042302
evm.TU.HiC_scaffold_84.37	GO:0007155; GO:0009279; GO:0009986; GO:0015031; GO:0016021
evm.TU.HiC_scaffold_98.9	GO:0005765; GO:0015293; GO:0016021
evm.TU.HiC_scaffold_98.10	GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0007399; GO:0009952; GO:0030154; GO:0046983
evm.TU.HiC_scaffold_101.9	GO:0000977; GO:0000978; GO:0000981; GO:0003677; GO:0005634; GO:0006355; GO:0006357; GO:0007366; GO:0045944; GO:0048856
evm.TU.HiC_scaffold_82.18	GO:0003779; GO:0005737
evm.TU.HiC_scaffold_85.30	GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_69.20	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_11.25	GO:0004035; GO:0005886; GO:0031225; GO:0046872
evm.TU.HiC_scaffold_35.6	GO:0003964
evm.TU.HiC_scaffold_68.32	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_80.25	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_80.30	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_4.14	GO:0001965; GO:0005262; GO:0005509; GO:0016020; GO:0016021; GO:0030246; GO:0050982
evm.TU.HiC_scaffold_93.10	GO:0004930; GO:0005886; GO:0007166; GO:0008344; GO:0016021; GO:0030246
evm.TU.HiC_scaffold_83.7	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.28	GO:0003964
evm.TU.HiC_scaffold_104.35	GO:0000272; GO:0004563; GO:0006032; GO:0102148
evm.TU.HiC_scaffold_16.38	GO:0003964
evm.TU.HiC_scaffold_97.20	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
evm.TU.HiC_scaffold_48.19	GO:0001664; GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005581; GO:0005615; GO:0007186; GO:0031232; GO:0032757; GO:0033691; GO:0038187; GO:0043394; GO:0046872; GO:0048306; GO:0062023; GO:0097367; GO:2001065
evm.TU.HiC_scaffold_59.36	GO:0003964
evm.TU.HiC_scaffold_21.39	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_10.22	GO:0003964
evm.TU.HiC_scaffold_61.14	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_89.23	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_21.41	GO:0005000; GO:0005886; GO:0016021; GO:0060179
evm.TU.HiC_scaffold_95.32	GO:0005576; GO:0007218
evm.TU.HiC_scaffold_103.35	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_2.38	GO:0005634; GO:0006355; GO:0046872; GO:0046983
evm.TU.HiC_scaffold_44.12	GO:0003964
evm.TU.HiC_scaffold_59.43	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_42.31	GO:0003964
evm.TU.HiC_scaffold_64.20	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_78.34	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_23.26	GO:0006486; GO:0008417; GO:0016021; GO:0032580; GO:0036065; GO:0046920
evm.TU.HiC_scaffold_102.39	GO:0003964
evm.TU.HiC_scaffold_85.42	GO:0005615; GO:0005654; GO:0005886; GO:0006629; GO:0006691; GO:0006751; GO:0006954; GO:0008270; GO:0008800; GO:0016324; GO:0016805; GO:0016999; GO:0030054; GO:0030336; GO:0030593; GO:0031225; GO:0031528; GO:0034235; GO:0043027; GO:0043066; GO:0043154; GO:0045177; GO:0050667; GO:0070573; GO:0071277; GO:0071466; GO:0071732; GO:0072341
evm.TU.HiC_scaffold_22.22	GO:0005576; GO:0007218
evm.TU.HiC_scaffold_91.20	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_59.48	GO:0003964; GO:0004190; GO:0004519; GO:0046872
evm.TU.HiC_scaffold_74.29	GO:0008146; GO:0016021
evm.TU.HiC_scaffold_6.18	GO:0003964
evm.TU.HiC_scaffold_2.49	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_55.32	GO:0006811; GO:0006915; GO:0016021; GO:0022857
evm.TU.HiC_scaffold_91.22	GO:0003964
evm.TU.HiC_scaffold_11.32	GO:0000282; GO:0001402; GO:0005034; GO:0005576; GO:0005886; GO:0005887; GO:0006075; GO:0006972; GO:0007232; GO:0009986; GO:0030010; GO:0030427; GO:0031505
evm.TU.HiC_scaffold_22.26	GO:0005509; GO:0005887; GO:0007156; GO:0016318; GO:0016339; GO:0016342; GO:0044331; GO:0045296; GO:0045463; GO:0045467; GO:0048846; GO:0098742
evm.TU.HiC_scaffold_104.44	GO:0030435
evm.TU.HiC_scaffold_17.13	GO:0005102; GO:0005576; GO:0016055
evm.TU.HiC_scaffold_77.35	GO:0004888; GO:0005887; GO:0005892; GO:0007165; GO:0007268; GO:0007271; GO:0017085; GO:0022848; GO:0030594; GO:0034220; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:0098655
evm.TU.HiC_scaffold_89.33	GO:0004712; GO:0005524; GO:0005887; GO:0007165; GO:0007169; GO:0007409; GO:0007411; GO:0007416; GO:0007435; GO:0007482; GO:0007611; GO:0007613; GO:0008355; GO:0016199; GO:0016203; GO:0016204; GO:0016319; GO:0017147; GO:0019901; GO:0030424; GO:0030425; GO:0033674; GO:0042803; GO:0042813; GO:0043235; GO:0046982; GO:0061643; GO:0070983; GO:0198738
evm.TU.HiC_scaffold_20.23	GO:0003964
evm.TU.HiC_scaffold_52.37	GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0005892; GO:0006887; GO:0008021; GO:0010807; GO:0015031; GO:0017075; GO:0017157; GO:0019905; GO:0031201; GO:0045159; GO:0045921; GO:0050708; GO:0098674; GO:0098686; GO:2000300
evm.TU.HiC_scaffold_68.56	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_56.55	GO:0005739; GO:0005741; GO:0008053; GO:0010635; GO:0016021; GO:0045494; GO:0070584
evm.TU.HiC_scaffold_33.31	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_71.20	GO:0004930; GO:0005886; GO:0007601; GO:0007602; GO:0009881; GO:0016021; GO:0018298
evm.TU.HiC_scaffold_59.57	GO:0001640; GO:0004970; GO:0005886; GO:0005887; GO:0007215; GO:0007216; GO:0007268; GO:0008066; GO:0015276; GO:0015277; GO:0030424; GO:0030425; GO:0032839; GO:0032983; GO:0035249; GO:0038023; GO:0042391; GO:0042734; GO:0043195; GO:0043204; GO:0045211; GO:0050804; GO:0051967; GO:0098978; GO:0099507; GO:1904315
evm.TU.HiC_scaffold_38.27	GO:0000900; GO:0003723; GO:0003730; GO:0005634; GO:0005737; GO:0005829; GO:0005938; GO:0007141; GO:0007283; GO:0007288; GO:0007291; GO:0007616; GO:0008049; GO:0008135; GO:0008356; GO:0008494; GO:0017148; GO:0030424; GO:0032991; GO:0042802; GO:0043005; GO:0043022; GO:0043204; GO:0043679; GO:0044292; GO:0044297; GO:0045202; GO:0045727; GO:0048471; GO:0050821; GO:0097060; GO:0098793; GO:0098794; GO:1990124; GO:2000766
evm.TU.HiC_scaffold_46.42	GO:0000165; GO:0001649; GO:0001656; GO:0001666; GO:0001889; GO:0001937; GO:0001938; GO:0001952; GO:0001953; GO:0005096; GO:0005634; GO:0005730; GO:0005737; GO:0006469; GO:0007154; GO:0007265; GO:0007406; GO:0007420; GO:0007422; GO:0007507; GO:0007519; GO:0008017; GO:0008285; GO:0008429; GO:0008542; GO:0008625; GO:0010468; GO:0010976; GO:0014037; GO:0014044; GO:0014065; GO:0014069; GO:0016020; GO:0016525; GO:0021510; GO:0021764; GO:0021897; GO:0021915; GO:0021987; GO:0022011; GO:0030036; GO:0030198; GO:0030199; GO:0030325; GO:0030336; GO:0030424; GO:0030425; GO:0031210; GO:0032228; GO:0032991; GO:0034605; GO:0035021; GO:0042060; GO:0042127; GO:0042308; GO:0043005; GO:0043065; GO:0043087; GO:0043407; GO:0043408; GO:0043409; GO:0043473; GO:0043525; GO:0043535; GO:0043547; GO:0045124; GO:0045545; GO:0045664; GO:0045671; GO:0045685; GO:0045762; GO:0045765; GO:0046580; GO:0046929; GO:0048147; GO:0048169; GO:0048485; GO:0048593; GO:0048712; GO:0048715; GO:0048745; GO:0048820; GO:0048844; GO:0048853; GO:0050890; GO:0061534; GO:0061535; GO:0071549; GO:0098597; GO:0098793; GO:1900271; GO:1990090; GO:2001241
evm.TU.HiC_scaffold_103.58	GO:0015020; GO:0016021; GO:0043231
evm.TU.HiC_scaffold_57.60	GO:0000902; GO:0001658; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0016020; GO:0016021; GO:0016339; GO:0016342; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072137; GO:0072659; GO:0090102; GO:0098742
evm.TU.HiC_scaffold_98.21	GO:0004497; GO:0005506; GO:0005789; GO:0016705; GO:0020037
evm.TU.HiC_scaffold_7.14	GO:0003964
evm.TU.HiC_scaffold_47.37	GO:0005737; GO:0005856; GO:0032474; GO:0042995; GO:0060271; GO:0061371
evm.TU.HiC_scaffold_32.33	GO:0003964; GO:0046872
evm.TU.HiC_scaffold_27.43	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_56.68	GO:0004642; GO:0005524; GO:0005737; GO:0006164; GO:0006189; GO:0006541; GO:0009113; GO:0046872
evm.TU.HiC_scaffold_45.35	GO:0001822; GO:0001932; GO:0001942; GO:0005509; GO:0005886; GO:0006897; GO:0008104; GO:0009953; GO:0009954; GO:0009986; GO:0014069; GO:0016021; GO:0016055; GO:0030279; GO:0030326; GO:0030425; GO:0030971; GO:0031594; GO:0034185; GO:0042475; GO:0042733; GO:0042803; GO:0043025; GO:0043113; GO:0044853; GO:0048699; GO:0048813; GO:0048856; GO:0050731; GO:0050771; GO:0050808; GO:0051124; GO:0060173; GO:0071340; GO:0090090; GO:0097060; GO:0097104; GO:0097105; GO:0097110; GO:0150094; GO:1901631; GO:1904395
evm.TU.HiC_scaffold_34.19	GO:0003964
evm.TU.HiC_scaffold_3.42	GO:0005319; GO:0008289; GO:0045735; GO:0048477
evm.TU.HiC_scaffold_84.66	GO:0004181; GO:0005615; GO:0006508; GO:0008270
evm.TU.HiC_scaffold_75.5	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_29.48	GO:0004000; GO:0005615; GO:0006154; GO:0008201; GO:0008270; GO:0031685; GO:0043394; GO:0046103
evm.TU.HiC_scaffold_29.49	GO:0004970; GO:0005886; GO:0008066; GO:0015276; GO:0035176; GO:0035249; GO:0038023; GO:0042802; GO:0045211; GO:0050804; GO:0098978; GO:0099061; GO:1904315
evm.TU.HiC_scaffold_100.44	GO:0004888; GO:0005887; GO:0006821; GO:0007165; GO:0007268; GO:0008068; GO:0016021; GO:0030594; GO:0034220; GO:0034707; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:1902476
evm.TU.HiC_scaffold_5.45	GO:0005634; GO:0007368; GO:0012505; GO:0016020; GO:0017134; GO:0060026; GO:0060271; GO:0070121
evm.TU.HiC_scaffold_81.67	GO:0004601; GO:0005576; GO:0006979; GO:0007306; GO:0020037; GO:0042743; GO:0042744; GO:0046872
evm.TU.HiC_scaffold_100.46	GO:0000976; GO:0000978; GO:0001227; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0010629; GO:0016604; GO:0032728; GO:0032755; GO:0032760; GO:0045821; GO:0046872; GO:0046889; GO:0055088; GO:0071333; GO:1990837
evm.TU.HiC_scaffold_33.41	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_25.38	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_49.35	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_59.63	GO:0000338; GO:0000976; GO:0001751; GO:0005737; GO:0007281; GO:0008180; GO:0032435; GO:0036099; GO:0048140; GO:0048477; GO:0050821
evm.TU.HiC_scaffold_19.55	GO:0005789; GO:0016021
evm.TU.HiC_scaffold_1.25	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_94.55	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_84.81	GO:0005576; GO:0008270; GO:0016323
evm.TU.HiC_scaffold_71.29	GO:0005737; GO:0005739; GO:0005886; GO:0006839; GO:0030133; GO:0035865; GO:0043005; GO:0043083; GO:0043653; GO:0046872; GO:0060385; GO:0071333; GO:0098962; GO:0098978; GO:0099151; GO:0099645
evm.TU.HiC_scaffold_67.57	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_103.68	GO:0003964
evm.TU.HiC_scaffold_27.50	GO:0001736; GO:0005737; GO:0005813; GO:0005929; GO:0007163; GO:0036038; GO:0036064; GO:0036372; GO:0043015; GO:0060271
evm.TU.HiC_scaffold_33.45	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_82.38	GO:0000977; GO:0000978; GO:0000981; GO:0001700; GO:0005634; GO:0006357; GO:0007389; GO:0007409; GO:0007419; GO:0007420; GO:0007424; GO:0010468; GO:0014019; GO:0030154; GO:0035277; GO:0035284; GO:0035288; GO:0048813
evm.TU.HiC_scaffold_91.34	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_102.59	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_33.46	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_8.17	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_61.28	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_21.73	GO:0003254; GO:0005243; GO:0005886; GO:0005921; GO:0006811; GO:0007602; GO:0007630; GO:0009416; GO:0009881; GO:0010496; GO:0010644; GO:0016021; GO:0016264; GO:0055085
evm.TU.HiC_scaffold_90.62	GO:0016980
evm.TU.HiC_scaffold_59.66	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_87.26	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_86.41	GO:0000122; GO:0000785; GO:0000976; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0001501; GO:0001503; GO:0001701; GO:0001889; GO:0002062; GO:0002318; GO:0002573; GO:0002667; GO:0003677; GO:0003700; GO:0005509; GO:0005524; GO:0005604; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0007417; GO:0008285; GO:0009966; GO:0016513; GO:0030097; GO:0030099; GO:0030182; GO:0030853; GO:0030854; GO:0031069; GO:0032526; GO:0032729; GO:0032743; GO:0032991; GO:0035162; GO:0042803; GO:0043231; GO:0043371; GO:0043378; GO:0045595; GO:0045766; GO:0045892; GO:0045893; GO:0045944; GO:0046982; GO:0048266; GO:0048663; GO:0048666; GO:0060216; GO:0071336; GO:0071560; GO:0140297; GO:1903431; GO:1990837; GO:1990841; GO:2000872
evm.TU.HiC_scaffold_68.83	GO:0000030; GO:0004169; GO:0005783; GO:0009791; GO:0010468; GO:0016021; GO:0030154; GO:0030324; GO:0034976; GO:0035269; GO:0048286; GO:0055001; GO:0060447; GO:1901800
evm.TU.HiC_scaffold_79.90	GO:0005524; GO:0005743; GO:0005759; GO:0006457; GO:0007283; GO:0007301; GO:0007424; GO:0008637; GO:0016887; GO:0030707; GO:0034514; GO:0042026; GO:0045041; GO:0048477; GO:0051087
evm.TU.HiC_scaffold_94.64	GO:0004930; GO:0004938; GO:0005886; GO:0005887; GO:0006940; GO:0007186; GO:0019229; GO:0030168; GO:0051379; GO:0071880; GO:0071881
evm.TU.HiC_scaffold_2.77	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.71	GO:0005576
evm.TU.HiC_scaffold_94.67	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_84.88	GO:0003964
evm.TU.HiC_scaffold_16.67	GO:0004970; GO:0005886; GO:0008066; GO:0015276; GO:0016021; GO:0035249; GO:0038023; GO:0045211; GO:0050804; GO:0050965; GO:0120169; GO:1904315
evm.TU.HiC_scaffold_18.66	GO:0006470; GO:0030517; GO:0031625; GO:0046872; GO:0048786; GO:0051965; GO:0106306; GO:0106307
evm.TU.HiC_scaffold_85.60	GO:0000977; GO:0000981; GO:0001764; GO:0003700; GO:0005634; GO:0006357; GO:0018991; GO:0030154; GO:0030334; GO:0040011; GO:0048666; GO:1904081
evm.TU.HiC_scaffold_44.24	GO:0005507; GO:0005576; GO:0007596; GO:0008015; GO:0031091
evm.TU.HiC_scaffold_40.13	GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0046872
evm.TU.HiC_scaffold_78.68	GO:0099139
evm.TU.HiC_scaffold_30.25	GO:0005576; GO:0008061; GO:0090729
evm.TU.HiC_scaffold_14.29	GO:0005199; GO:0005576
evm.TU.HiC_scaffold_85.64	GO:0001750; GO:0005813; GO:0005814; GO:0005929; GO:0005930; GO:0007368; GO:0007507; GO:0008589; GO:0021532; GO:0030991; GO:0031076; GO:0032391; GO:0035108; GO:0035721; GO:0035845; GO:0036064; GO:0042073; GO:0042733; GO:0048701; GO:0060271; GO:0061512; GO:0097730; GO:1902017; GO:1905515; GO:1990403
evm.TU.HiC_scaffold_74.51	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_49.46	GO:0003964
evm.TU.HiC_scaffold_32.53	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005737; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_33.52	GO:0003723; GO:0005634
evm.TU.HiC_scaffold_96.55	GO:0005121; GO:0005576; GO:0005615; GO:0007399; GO:0007411; GO:0008045; GO:0008063; GO:0008083; GO:0008592; GO:0010941; GO:0021556; GO:0031637; GO:0045087; GO:0048018
evm.TU.HiC_scaffold_11.48	GO:0000038; GO:0003857; GO:0004300; GO:0004303; GO:0005739; GO:0005777; GO:0005782; GO:0006635; GO:0008209; GO:0008210; GO:0016508; GO:0016853; GO:0018812; GO:0033989; GO:0036111; GO:0036112; GO:0042802; GO:0042803; GO:0044594; GO:0060009; GO:0106386
evm.TU.HiC_scaffold_89.62	GO:0003723; GO:0005634
evm.TU.HiC_scaffold_71.33	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_38.43	GO:0005096; GO:0005543; GO:0005737; GO:0005856; GO:0005925; GO:0007165; GO:0030036; GO:0051056
evm.TU.HiC_scaffold_29.67	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0006310; GO:0008270; GO:0015074; GO:0016020; GO:0019013; GO:0019068; GO:0020002; GO:0039660; GO:0044185; GO:0044826; GO:0046718; GO:0072494; GO:0075713
evm.TU.HiC_scaffold_74.57	GO:0005506; GO:0005737; GO:0005789; GO:0006082; GO:0006805; GO:0008395; GO:0016712; GO:0020037; GO:0030343; GO:0036378; GO:0042359; GO:0042803; GO:0043231; GO:1902271
evm.TU.HiC_scaffold_47.52	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.75	GO:0004993; GO:0005887; GO:0007187; GO:0007192; GO:0007210; GO:0007268; GO:0007619; GO:0008227; GO:0016021; GO:0016543; GO:0016545; GO:0016546; GO:0030425; GO:0030594; GO:0045202; GO:0060179; GO:0060180
evm.TU.HiC_scaffold_39.40	GO:0003964
evm.TU.HiC_scaffold_80.81	GO:0005576
evm.TU.HiC_scaffold_19.86	GO:0005886; GO:0015252; GO:0016021; GO:1902600
evm.TU.HiC_scaffold_87.33	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_40.16	GO:0003924; GO:0003925; GO:0005525; GO:0005886; GO:0007265; GO:0019003
evm.TU.HiC_scaffold_20.42	GO:0005576; GO:0030198; GO:0031012; GO:0043231
evm.TU.HiC_scaffold_35.45	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_78.83	GO:0000030; GO:0004169; GO:0005783; GO:0016021; GO:0035269
evm.TU.HiC_scaffold_71.36	GO:0005507; GO:0005576; GO:0007596; GO:0008015; GO:0031091
evm.TU.HiC_scaffold_20.44	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_31.42	GO:0003677; GO:0003899; GO:0005634; GO:0006366; GO:0046872
evm.TU.HiC_scaffold_31.44	GO:0005737; GO:0005874; GO:0030286; GO:0031514
evm.TU.HiC_scaffold_96.65	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_3.54	GO:0000070; GO:0000278; GO:0000776; GO:0000794; GO:0000922; GO:0001824; GO:0004672; GO:0004674; GO:0004712; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0005874; GO:0006468; GO:0007059; GO:0007088; GO:0019903; GO:0030496; GO:0032212; GO:0032991; GO:0043392; GO:0046602; GO:0046777; GO:0046872; GO:0051225; GO:0051299; GO:0051301; GO:0051321; GO:0051973; GO:0051988; GO:0090307; GO:0106310; GO:1903126; GO:1904355
evm.TU.HiC_scaffold_41.42	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_18.85	GO:0004222; GO:0005509; GO:0005518; GO:0005615; GO:0006508; GO:0007313; GO:0007378; GO:0008270; GO:0008586; GO:0016485; GO:0030513; GO:0032927; GO:0045464
evm.TU.HiC_scaffold_67.61	GO:0005199; GO:0005576
evm.TU.HiC_scaffold_19.90	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005737; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_37.13	GO:0003964
evm.TU.HiC_scaffold_69.77	GO:0001694; GO:0001761; GO:0001762; GO:0005887
evm.TU.HiC_scaffold_84.109	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_9.51	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.113	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_47.57	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_23.53	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_11.57	GO:0005576
evm.TU.HiC_scaffold_25.47	GO:0000139; GO:0006493; GO:0008375; GO:0016021; GO:0016266; GO:0030145; GO:0030173; GO:0047223
evm.TU.HiC_scaffold_1036.1	GO:0003964
evm.TU.HiC_scaffold_76.73	GO:0003964
evm.TU.HiC_scaffold_5.70	GO:0003924; GO:0005525; GO:0005886; GO:0007165; GO:0019003
evm.TU.HiC_scaffold_74.64	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_47.59	GO:0005886; GO:0005887; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605; GO:0065003
evm.TU.HiC_scaffold_100.80	GO:0003964
evm.TU.HiC_scaffold_104.83	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_6.44	GO:0020003
evm.TU.HiC_scaffold_65.44	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
evm.TU.HiC_scaffold_65.47	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_93.22	GO:0003713; GO:0004842; GO:0005737; GO:0005789; GO:0008270; GO:0010332; GO:0010942; GO:0016021; GO:0016239; GO:0016567; GO:0030433; GO:0032897; GO:0043123; GO:0043161; GO:0044790; GO:0045087; GO:0051092; GO:0051865; GO:0061630; GO:0097038
evm.TU.HiC_scaffold_59.82	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_43.62	GO:0000978; GO:0000981; GO:0005634; GO:0005737; GO:0006357; GO:0006915; GO:0046872
evm.TU.HiC_scaffold_80.95	GO:0005797; GO:0006486; GO:0007399; GO:0008417; GO:0016021; GO:0018392; GO:0032580; GO:0036065; GO:0036071; GO:0046920
evm.TU.HiC_scaffold_85.84	GO:0003964
evm.TU.HiC_scaffold_62.48	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_13.63	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_13.65	GO:0002456; GO:0005125; GO:0005576; GO:0005604; GO:0005737; GO:0006915; GO:0006930; GO:0007265; GO:0008045; GO:0009887; GO:0009888; GO:0016358; GO:0019724; GO:0032488; GO:0042100; GO:0045773; GO:0061643; GO:2000147
evm.TU.HiC_scaffold_52.76	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
evm.TU.HiC_scaffold_17.44	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
evm.TU.HiC_scaffold_66.62	GO:0003677; GO:0003723; GO:0005737; GO:0006397; GO:0008380; GO:0008544; GO:0017148; GO:0035198; GO:0048255; GO:0048598; GO:0050658; GO:0051031; GO:0062153; GO:0070062; GO:0071204; GO:1990428; GO:2000773
evm.TU.HiC_scaffold_49.52	GO:0005615; GO:0005829; GO:0006955; GO:0007605; GO:0016021; GO:0032426; GO:0038023; GO:0120234
evm.TU.HiC_scaffold_92.127	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_96.76	GO:0003964
evm.TU.HiC_scaffold_77.59	GO:0004888; GO:0005887; GO:0007165; GO:0007268; GO:0007271; GO:0017085; GO:0022848; GO:0030594; GO:0034220; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877
evm.TU.HiC_scaffold_10.51	GO:0001525; GO:0001618; GO:0005737; GO:0005886; GO:0006508; GO:0007165; GO:0008217; GO:0008270; GO:0016021; GO:0030154; GO:0042277; GO:0043171; GO:0070006
evm.TU.HiC_scaffold_48.51	GO:0005524; GO:0005634; GO:0005829; GO:0005856; GO:0005886; GO:0005925; GO:0015629; GO:0032991; GO:0097433
evm.TU.HiC_scaffold_35.54	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.93	GO:0003964
evm.TU.HiC_scaffold_62.52	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_36.22	GO:0005509; GO:0005886; GO:0005887; GO:0005925; GO:0007156; GO:0007295; GO:0007424; GO:0007431; GO:0007440; GO:0007442; GO:0009925; GO:0016339; GO:0030950; GO:0031254; GO:0042247; GO:0044331; GO:0044877; GO:0045089; GO:0048477; GO:0050829; GO:0050839; GO:0051491; GO:0060269; GO:0098609; GO:0098858; GO:1902463
evm.TU.HiC_scaffold_56.117	GO:0005737; GO:0005739; GO:0005886; GO:0006839; GO:0030133; GO:0035865; GO:0043005; GO:0043083; GO:0043653; GO:0046872; GO:0060385; GO:0071333; GO:0098962; GO:0098978; GO:0099151; GO:0099645
