Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	0.00E+00	-2.645751311	4.71E-01	"BRAF,EIF2AK2,MAP2K1,MAP2K4,MAP2K7,NFKB1,PLA2G6,PRDX6"
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	0.00E+00	-0.727606875	4.87E-01	"ATP6AP2,ATP6V0B,ATP6V0D1,ATP6V1A,ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1G2,ATP6V1H,BRAF,MAP2K1,MAP2K4,MAP2K7,MRAS,NFKB1,PLA2G6,PRDX6,RALA,RASD2"
Role of MAPK Signaling in the Pathogenesis of Influenza	0.00E+00		3.81E-01	"MAP2K1,MAP2K4,MAP2K7,MRAS,PLA2G6,PRDX6,RALA,RASD2"
"Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis"	0.00E+00		5.37E-01	"APC,AXIN1,CALM1 (includes others),CAMK2D,CEBPZ,CHP1,CREB3L3,FZD5,FZD8,GNAO1,GSK3B,IL16,IRAK4,LRP1,LRP6,MAP2K1,MAP2K4,MAP2K7,MAPKAPK2,MRAS,NFKB1,NOS2,PIK3C2B,PIK3R3,PLCB1,PLCB3,PLCG1,PLCL2,PRKCE,PRSS2,RAC1,RALA,RASD2,RYK,SFRP5,SMO,TCF7L1,TLR3,WIF1,WNT11,WNT4,WNT5B,WNT9A"
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	0.00E+00	-1.889822365	5.85E-01	"APC,AXIN1,BMP2,FZD5,FZD8,GATA4,GSK3B,MAP2K1,MRAS,PIK3C2B,PIK3R3,RALA,RASD2,RIF1,SMAD1,SMAD4,SMAD9,SMO,SOX2,TCF7L1,WNT11,WNT4,WNT5B,WNT9A"
Role of NFAT in Cardiac Hypertrophy	0.00E+00	-3.655630775	4.88E-01	"ADCY1,ADCY8,CABIN1,CACNA1A,CACNA1B,CACNA1G,CACNA2D4,CACNB2,CALM1 (includes others),CAMK2D,CHP1,EP300,GATA4,GNAS,GNB5,GSK3B,GUCY1A1,GUCY1B1,HDAC2,HDAC6,HDAC7,IGF1R,MAP2K1,MAP2K4,MAP2K7,MEF2C,MRAS,PIK3C2B,PIK3R3,PLCB1,PLCB3,PLCG1,PLCL2,PRKAG1,PRKCE,RALA,RASD2,SHC2,SLC8A1,SLC8A2,TGFBR1"
Role of NFAT in Regulation of the Immune Response	0.00E+00	-1.605910137	4.73E-01	"CABIN1,CALM1 (includes others),CHP1,GATA4,GNA11,GNA12,GNAO1,GNAS,GNB5,GSK3B,KPNA4,KPNA6,KPNB1,LYN,MAP2K1,MEF2C,MRAS,NFKB1,PIK3C2B,PIK3R3,PLCB1,PLCB3,PLCG1,RALA,RASD2,XPO1"
Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	0.00E+00		5.00E-01	"ASH2L,ETS2,NR5A1,NR5A2,PARP1,PHB,SOX2,WWP2"
"Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis"	0.00E+00		4.82E-01	"ALPL,APC,AXIN1,BMP2,CALM1 (includes others),CHP1,FZD5,FZD8,GSK3B,LRP1,LRP6,MAP2K4,MAP2K7,NFKB1,PIK3C2B,PIK3R3,SFRP5,SMAD1,SMAD4,SMAD9,SMO,TCF7L1,WIF1,WNT11,WNT4,WNT5B,WNT9A"
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	0.00E+00	-1.341640786	3.33E-01	"GSK3B,MAP2K1,NFKB1,PIK3C2B,PIK3R3"
Role of PKR in Interferon Induction and Antiviral Response	0.00E+00	-0.832050294	5.45E-01	"CYC1,DNAJC3,EIF2AK2,HSPA1L,HSPA5,HSPA8,HSPA9,MAP2K4,MAP2K7,NFKB1,NLRP10,NLRP12,NLRP7,PDGFRB,SCARA5,SP1,TARBP2,TLR3"
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	0.00E+00	-2.645751311	3.50E-01	"EIF2AK2,MAP2K4,NFKB1,PIK3C2B,PIK3R3,PRKCE,TLR3"
Role of p14/p19ARF in Tumor Suppression	0.00E+00	0	4.44E-01	"PIK3C2B,PIK3R3,RAC1,SF3A1"
S-adenosyl-L-methionine Biosynthesis	0.00E+00		5.00E-01	MAT2B
SAPK/JNK Signaling	0.00E+00	-2.357022604	5.68E-01	"CDC42,DUSP10,DUSP8,GNA12,GNB5,MAP2K4,MAP2K7,MAP3K10,MAP3K12,MAP3K9,MAP4K3,MAPK8IP1,MINK1,MRAS,PIK3C2B,PIK3R3,RAC1,RAC2,RALA,RASD2,TAB1"
SPINK1 General Cancer Pathway	0.00E+00	-2.645751311	4.71E-01	"EGFR,MAP2K1,MRAS,PIK3C2B,PIK3R3,PRSS2,RALA,RASD2"
SPINK1 Pancreatic Cancer Pathway	0.00E+00	1.133893419	5.38E-01	"CPA1,CPE,CPN1,KLKB1,PRSS2,TGFBR1,TMPRSS15"
STAT3 Pathway	0.00E+00	-2.667891875	5.81E-01	"EGFR,FGFR1,FGFR3,IGF1R,IGF2R,MAP2K1,MAP2K4,MAP3K10,MAP3K12,MAP3K9,MRAS,NDUFA13,PDGFRB,RAC1,RALA,RASD2,SOCS7,TGFBR1"
Salvage Pathways of Pyrimidine Ribonucleotides	0.00E+00	-0.534522484	3.78E-01	"AK1,BRAF,CDK1,EIF2AK2,MAK,MAP2K1,MAP2K4,MAP3K9,NME1,NME7,PAK1,PRKCE,SGK1,TTK"
Semaphorin Neuronal Repulsive Signaling Pathway	0.00E+00	-0.179605302	5.59E-01	"Acan,CSPG4,FARP2,GSK3B,GUCY1A1,GUCY1B1,ITGA2B,ITGA6,ITGA8,ITGAV,ITGB1,ITGB2,MAP2K1,MAP2K4,MAP2K7,MYL1,MYL9,NCAN,PAK1,PDE4A,PDE4D,PIK3C2B,PIK3R3,PLCG1,PLXNA2,PLXNB1,PRKAG1,PRKG1,RAC1,SEMA6B,SEMA6C,SEMA6D,SMC3"
Semaphorin Signaling in Neurons	0.00E+00		5.50E-01	"ARHGAP1,CDC42,ITGB1,PAK1,PLXNA2,PLXNB1,PTK2,RAC1,RAC2,RHOBTB2,RHOT1"
Serine Biosynthesis	0.00E+00		5.00E-01	PSAT1
Sertoli Cell-Sertoli Cell Junction Signaling	0.00E+00		5.79E-01	"A2M,ACTC1,ACTG1,AFDN,AXIN1,CDC42,DLG1,EPN2,GSK3B,GUCY1A1,GUCY1B1,ITGA2B,ITGA6,ITGA8,ITGAV,ITGB1,ITGB2,MAP2K1,MAP2K4,MAP2K7,MAP3K10,MAP3K12,MAP3K9,MRAS,NOS1,NOS2,PRKAG1,PRKG1,PTEN,RAC1,RALA,RASD2,SPTAN1,SYMPK,TJAP1,TJP1,TUBA1A,TUBA1B,TUBA3C/TUBA3D,TUBA3E,TUBA4A,TUBB2A,TUBB2B,TUBB4A"
Small Cell Lung Cancer Signaling	0.00E+00	-1.133893419	5.31E-01	"BCL2L1,CCND2,CCNE1,CDKN1B,CKS1B,CYC1,E2F2,HDAC2,HDAC6,HDAC7,NFKB1,NOS1,PA2G4,PIK3C2B,PIK3R3,PTEN,PTK2"
Sonic Hedgehog Signaling	0.00E+00	0	4.71E-01	"ARRB2,CDK1,GLI2,GSK3B,PRKAG1,PTCH1,SMO,SUFU"
Sperm Motility	0.00E+00	-1.414213562	5.70E-01	"BLK,CACNA1G,CALM1 (includes others),CLK2,CNGA3,CNGB3,CSK,DDR2,DSTYK,DYRK4,EGFR,EPHB1,FGFR1,FGFR3,FRK,GNA11,GNA12,GNAO1,GNAS,GNB5,GUCY1A1,GUCY1B1,IGF1R,LYN,MAP2K1,MAP2K4,MAP2K7,MRAS,MUSK,NPR1,PDE4A,PDE4D,PDGFRB,PLA2G6,PLCB1,PLCB3,PLCG1,PLCL2,PRDX6,PRKAG1,PRKCE,PRKG1,PTK2,RET,RYK,SLC16A10,SRMS,TIE1,ZAN"
Sphingosine-1-phosphate Signaling	0.00E+00	-0.942809042	5.58E-01	"ADCY1,ADCY8,ASAH2,CASP10,CASP2,CASP7,CDC42,GNA12,GUCY1A1,GUCY1B1,PDGFRB,PIK3C2B,PIK3R3,PLCB1,PLCB3,PLCG1,PLCL2,PTK2,RAC1,RAC2,RHOBTB2,RHOT1,SMPD1,SMPD2"
"Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism"	0.00E+00	0	5.00E-01	"BPNT1,IMPA1,INPP5F,PTEN"
Superpathway of Inositol Phosphate Compounds	0.00E+00	-3.279649	4.73E-01	"ALPL,DOT1L,DUSP10,DUSP12,DUSP8,ENTPD6,INPP5F,IP6K2,MDP1,NOCT,NUDT9,PGAM5,PI4K2A,PI4KB,PIK3C2B,PIK3R3,PIKFYVE,PIP4P1,PLCB1,PLCB3,PLCG1,PPFIA3,PPIP5K1,PPP1CA,PPP1CC,PPP2R1A,PPP4C,PPP4R1,PPTC7,PRUNE1,PTEN,PTPA,PTPN1,PTPN11,PTPN12,PTPN23,PTPRC,PTPRF,PTPRJ,RASA1,RNGTT,SACM1L,SSH3,TPTE2"
Superpathway of Serine and Glycine Biosynthesis I	0.00E+00		2.50E-01	PSAT1
Synaptic Long Term Depression	0.00E+00	-3.682947538	5.31E-01	"CACNA1A,CACNA1B,CACNA1G,CACNA2D4,CACNB2,CTH,GAD1,GNA11,GNA12,GNAO1,GNAS,GRIA2,GRIA3,GRID1,GRID2,GRM1,GRM3,GRM4,GRM6,GUCY1A1,GUCY1B1,GUCY2C,GUCY2F,Gucy2g,IGF1R,LYN,MAP2K1,MRAS,NOS1,NOS2,NPR1,PLA2G6,PLCB1,PLCB3,PLCG1,PLCL2,PPP2R1A,PRDX6,PRKCE,PRKG1,PTPA,RALA,RASD2"
Synaptic Long Term Potentiation	0.00E+00	-4.270992778	5.08E-01	"ADCY1,ADCY8,CALM1 (includes others),CAMK2D,CHP1,CREB3L3,EP300,GNA11,GRIA2,GRIA3,GRIN1,GRIN2D,GRIN3A,GRINA,GRM1,GRM3,GRM4,GRM6,MAP2K1,MRAS,PLCB1,PLCB3,PLCG1,PLCL2,PPP1CA,PPP1CC,PRKAG1,PRKCE,RALA,RASD2"
Synaptogenesis Signaling Pathway	0.00E+00	-3.298574998	5.71E-01	"ACTR2,ADCY1,ADCY8,AFDN,AP2A1,AP2B1,AP2M1,ARPC1B,ARPC3,ARPC4,BRAF,CACNA1B,Cacnb1,CACNB2,CADM1,CALM1 (includes others),CAMK2D,CDC42,CDH11,CDH23,CNTNAP1,CNTNAP2,COMP,CREB3L3,DNAJC5,EPHB1,GRIA2,GRIA3,GRIN1,GRIN2D,GRIN3A,GRINA,GRM1,GRM3,GRM4,GRM6,GSK3B,GUCY1A1,GUCY1B1,HSPA8,ITSN2,LRP1,LRP8,LYN,MRAS,NAP1L1,NAPA,NAPG,NLGN2,NLGN4Y,NSF,PAFAH1B1,PAK1,PIK3C2B,PIK3R3,PLCG1,PRKAG1,PRKCE,RAC1,RALA,RAPGEF1,RASD2,RASGRF1,RPS6KB2,SHC2,STX1B,STXBP1,SYT10,SYT14,SYT2,SYT3,THBS3,TIAM1,UNC13A,VAMP3,WASF1"
Systemic Lupus Erythematosus In B Cell Signaling Pathway	0.00E+00	-1.176696811	5.20E-01	"BCL2L1,CALM1 (includes others),CCND2,CD22,CHP1,CSK,FOXO6,GSK3B,INPP5F,IRAK4,LYN,MAP2K1,MRAS,NFKB1,PDPK1,PIK3C2B,PIK3R3,PRKCE,PTPN11,RAC1,RAC2,RALA,RASD2,SHC2,TBK1,TLR3"
Systemic Lupus Erythematosus In T Cell Signaling Pathway	0.00E+00	-1.666666667	5.71E-01	"BCL6,CASP10,CASP2,CASP7,CDC42,CHP1,CREB3L3,CREM,DNMT1,EZR,GNA12,MAP2K1,MAP2K4,MAP2K7,MLST8,MRAS,NOS1,NOS2,PDK1,PIK3C2B,PIK3R3,PLCG1,PPP2R1A,PTK2,PTPA,RAC1,RAC2,RALA,RASD2,RDX,RHOBTB2,RHOT1,RPS6KB2,RPTOR,SP1,STIM1"
Systemic Lupus Erythematosus Signaling	0.00E+00		5.51E-01	"CD22,CREM,LSM1,LSM4,LSM5,LYN,MRAS,PIK3C2B,PIK3R3,PLCG1,PRPF3,PRPF31,PRPF39,PRPF40A,PRPF8,PTPRC,RALA,RASD2,RNPC3,SNRNP200,SNRNP25,SNRNP40,SNRNP70,SNRPA1,SNRPD1,SNRPN,ZMAT5"
T Cell Exhaustion Signaling Pathway	0.00E+00	0.301511345	3.75E-01	"ACVR2B,BCL6,GZMB,MAP2K4,MRAS,PDK1,PIK3C2B,PIK3R3,PLCG1,PPP2R1A,PTPA,PTPN11,RALA,RASD2,TGFBR1"
T Cell Receptor Signaling	0.00E+00	-0.816496581	5.00E-01	"CALM1 (includes others),CDKN1B,CHP1,CSK,GSK3B,ITGB1,ITGB2,MAP2K1,MAP2K4,MAP2K7,MLST8,MRAS,NFKB1,PDK1,PIK3C2B,PIK3R3,PLCG1,PTPN11,PTPRC,RAC1,RALA,RASA1,RASD2,RPTOR,TCF7L1"
T Helper Cell Differentiation	0.00E+00		5.00E-01	"BCL6,TGFBR1"
TGF-β Signaling	0.00E+00	-3.050851079	5.31E-01	"ACVR2B,BMP2,CDC42,EP300,MAP2K1,MAP2K4,MRAS,RALA,RASD2,SMAD1,SMAD4,SMAD9,SMURF2,TAB1,TGFBR1,VDR,ZFYVE9"
TNFR1 Signaling	0.00E+00	-2.645751311	5.83E-01	"CASP2,CASP7,CDC42,MADD,MAP2K4,NFKB1,PAK1"
TNFR2 Signaling	0.00E+00		4.29E-01	"MAP2K4,NFKB1,TBK1"
TWEAK Signaling	0.00E+00		4.00E-01	"CASP7,NFKB1"
Taurine Biosynthesis	0.00E+00		5.00E-01	CSAD
Telomerase Signaling	0.00E+00	-1.941450687	4.39E-01	"DKC1,EGFR,ELF2,ETS1,ETS2,HDAC2,HDAC6,HDAC7,MAP2K1,MRAS,PDPK1,PIK3C2B,PIK3R3,PPP2R1A,PTPA,RALA,RASD2,SP1"
Tetrapyrrole Biosynthesis II	0.00E+00		2.50E-01	ALAD
Th1 Pathway	0.00E+00	-0.447213595	2.86E-01	"ITGB2,NFKB1,NOTCH1,NOTCH2,PIK3C2B,PIK3R3"
Th1 and Th2 Activation Pathway	0.00E+00		4.33E-01	"ACVR2B,CHD4,ITGB2,JAG1,JAG2,NFKB1,NOTCH1,NOTCH2,PIK3C2B,PIK3R3,STAT5A,STAT5B,TGFBR1"
Th17 Activation Pathway	0.00E+00	-1	4.00E-01	"HIF1A,IRAK4,NFKB1,RORA"
Th2 Pathway	0.00E+00	0.904534034	4.48E-01	"ACVR2B,CHD4,ITGB2,JAG1,JAG2,NFKB1,NOTCH1,NOTCH2,PIK3C2B,PIK3R3,STAT5A,STAT5B,TGFBR1"
Thioredoxin Pathway	0.00E+00		3.33E-01	SELENOT
Threonine Degradation II	0.00E+00		5.00E-01	GCAT
Thrombin Signaling	0.00E+00	-2.041241452	5.19E-01	"ADCY1,ADCY8,ARHGEF1,ARHGEF10L,ARHGEF17,ARHGEF25,ARHGEF4,CAMK2D,CDC42,EGFR,GATA2,GATA4,GNA11,GNA12,GNAO1,GNAS,GNB5,GUCY1A1,GUCY1B1,MAP2K1,MRAS,MYL1,MYL9,NFKB1,PDPK1,PIK3C2B,PIK3R3,PLCB1,PLCB3,PLCG1,PLCL2,PRKCE,PTK2,RAC1,RAC2,RALA,RASD2,RHOBTB2,RHOT1,TBP"
Thrombopoietin Signaling	0.00E+00	-2.529822128	4.58E-01	"MAP2K1,MRAS,PIK3C2B,PIK3R3,PLCG1,PRKCE,PTPN11,RALA,RASD2,STAT5A,STAT5B"
Thymine Degradation	0.00E+00		3.33E-01	DPYS
Thyroid Cancer Signaling	0.00E+00	-2.309401077	5.45E-01	"BRAF,GSK3B,MAP2K1,MRAS,PDK1,PIK3C2B,PIK3R3,PTEN,RALA,RASD2,RET,TCF7L1"
Thyroid Hormone Biosynthesis	0.00E+00		5.00E-01	TPO
Toll-like Receptor Signaling	0.00E+00	-1	5.62E-01	"EIF2AK2,IRAK4,MAP2K4,NFKB1,RPS27A,TAB1,TLR3,TOLLIP,UBA52"
Triacylglycerol Biosynthesis	0.00E+00	-1	4.74E-01	"AGPAT1,DBT,GPAT3,GPAT4,LPCAT1,LPIN1,LPIN3,MBOAT7,PORCN"
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	0.00E+00		2.00E-01	KYNU
Tumor Microenvironment Pathway	0.00E+00	-2.828427125	5.62E-01	"BRAF,CSPG4,FGF20,FOXO6,HIF1A,MAP2K1,MRAS,NFKB1,NOS2,PIK3C2B,PIK3R3,RAC1,RALA,RASD2,SLC2A1,SLC2A3,TIAM1,TNC"
Type I Diabetes Mellitus Signaling	0.00E+00	-0.447213595	5.88E-01	"CPE,CYC1,GAD1,GZMB,HSPD1,MAP2K4,MAP2K7,NFKB1,NOS2,SOCS7"
Type II Diabetes Mellitus Signaling	0.00E+00	-0.632455532	5.23E-01	"ACSBG1,ACSBG2,ACSF2,ACSL6,ADIPOR1,CACNA1A,CACNA1B,CACNA1G,CACNA2D4,CACNB2,MAP2K4,MAP2K7,NFKB1,PDPK1,PDX1,PIK3C2B,PIK3R3,PRKAG1,PRKCE,SLC27A4,SMPD1,SMPD2,SOCS7"
UDP-N-acetyl-D-glucosamine Biosynthesis II	0.00E+00		3.33E-01	UAP1
UVA-Induced MAPK Signaling	0.00E+00	-3.31662479	4.65E-01	"BCL2L1,EGFR,MAP2K4,MRAS,PARP1,PARP3,PIK3C2B,PIK3R3,PLCB1,PLCB3,PLCG1,PLCL2,RALA,RASD2,RPS6KA5,RPS6KB2,SMPD1,SMPD2,TNKS,TNKS2"
UVB-Induced MAPK Signaling	0.00E+00	-2.645751311	3.68E-01	"EGFR,MAP2K1,MAP2K4,PIK3C2B,PIK3R3,PRKCE,RPS6KA5"
UVC-Induced MAPK Signaling	0.00E+00	-3	5.50E-01	"ATR,BRAF,EGFR,MAP2K1,MAP2K4,MRAS,PRKCE,RALA,RASD2,SMPD1,SMPD2"
Uracil Degradation II (Reductive)	0.00E+00		3.33E-01	DPYS
Urate Biosynthesis/Inosine 5'-phosphate Degradation	0.00E+00		3.33E-01	"NT5C2,NT5E"
VDR/RXR Activation	0.00E+00	1	4.00E-01	"CCNC,CDKN1B,CYP24A1,EP300,NCOA2,PRKCE,SP1,VDR"
VEGF Family Ligand-Receptor Interactions	0.00E+00	-2.828427125	3.46E-01	"MAP2K1,MRAS,PIK3C2B,PIK3R3,PLA2G6,PLCG1,PRKCE,RALA,RASD2"
VEGF Signaling	0.00E+00	-0.832050294	4.21E-01	"ACTC1,ACTG1,BCL2L1,EIF2B4,EIF2S2,HIF1A,MAP2K1,MRAS,PIK3C2B,PIK3R3,PLCG1,PTK2,PTPN11,PXN,RALA,RASD2"
Virus Entry via Endocytic Pathways	0.00E+00		5.25E-01	"ACTC1,ACTG1,AP1M1,AP2A1,AP2B1,AP2M1,CDC42,FLNA,FLNB,FLNC,ITGB1,ITGB2,MRAS,PIK3C2B,PIK3R3,PLCG1,PRKCE,RAC1,RAC2,RALA,RASD2"
WNT/Ca+ pathway	0.00E+00	-2.496150883	5.20E-01	"AXIN1,CREB3L3,DVL3,FZD5,FZD8,GSK3B,NFKB1,PLCB1,PLCB3,PLCG1,PLCL2,SMO,WNT5B"
WNT/β-catenin Signaling	0.00E+00	0.730296743	5.76E-01	"ACVR2B,APC,APPL1,AXIN1,CSNK2B,DVL3,EP300,FZD5,FZD8,GNAO1,GSK3B,LRP1,LRP6,MARK2,NR5A2,PPP2R1A,PTPA,RPS27A,SFRP5,SMO,SOX2,SOX4,SOX6,SOX9,TAB1,TCF7L1,TGFBR1,TLE3,UBA52,WIF1,WNT11,WNT4,WNT5B,WNT9A"
White Adipose Tissue Browning Pathway	0.00E+00	-2.236067977	4.76E-01	"ADCY1,ADCY8,ANGPT2,CACNA1A,CACNA1B,CACNA1G,CACNA2D4,CACNB2,CREB3L3,FGFR1,FGFR3,GNAS,GUCY1A1,GUCY1B1,NPR1,NRF1,PRDM16,PRKAG1,PRKG1,SIRT1"
Xenobiotic Metabolism General Signaling Pathway	0.00E+00	-1	5.21E-01	"EIF2AK3,EP300,GCLC,GSTK1,GSTM3,GSTM4,GSTM5,Gstm6,GSTO1,GSTT1,MAP2K1,MAP2K4,MAP2K7,MAP3K10,MAP3K12,MAP3K9,MGST3,MRAS,PIK3C2B,PIK3R3,PRKCE,RALA,RASD2,RBX1,UGT1A9 (includes others)"
cAMP-mediated signaling	0.00E+00	-1.914854216	4.86E-01	"ADCY1,ADCY8,ADRA2C,AKAP1,APEX1,BRAF,CALM1 (includes others),CAMK2D,CNGA3,CNGB3,CREB3L3,CREM,FSHR,GABBR1,GABBR2,GNAO1,GNAS,GRM3,GRM4,GRM6,GUCY1A1,GUCY1B1,HTR1A,HTR7,LHCGR,MAP2K1,PDE11A,PDE12,PDE3A,PDE4A,PDE4D,PDE8A,PDE9A,RAP1GAP,RAPGEF4,RGS12"
dTMP De Novo Biosynthesis	0.00E+00		3.33E-01	TYMS
eNOS Signaling	0.00E+00	-0.816496581	5.00E-01	"ADCY1,ADCY8,AQP7,CALM1 (includes others),CCNA2,CHRNA10,CHRNA4,CHRNA6,CHRNA7,CHRNA9,CHRNB2,CNGA3,CNGB3,GNAS,GUCY1A1,GUCY1B1,HSPA1L,HSPA5,HSPA8,HSPA9,NOSIP,NOSTRIN,PDPK1,PIK3C2B,PIK3R3,PLCG1,PRKAG1,PRKCE,PRKG1"
fMLP Signaling in Neutrophils	0.00E+00	-1.147078669	5.43E-01	"ACTR2,ARPC1B,ARPC3,ARPC4,CALM1 (includes others),CDC42,CHP1,GNA11,GNA12,GNAO1,GNAS,GNB5,MAP2K1,MRAS,NCF2,NFKB1,PIK3C2B,PIK3R3,PLCB1,PLCB3,PRKCE,RAC1,RAC2,RALA,RASD2"
mTOR Signaling	0.00E+00	-0.852802865	5.68E-01	"CDC42,DGKZ,EIF3B,EIF3D,EIF3F,EIF3H,EIF4A3,EIF4B,EIF4G1,FKBP1A,HIF1A,MLST8,MRAS,PDPK1,PIK3C2B,PIK3R3,PLD1,PPP2R1A,PRKAG1,PRKCE,PTPA,RAC1,RAC2,RALA,RASD2,RHOBTB2,RHOT1,RPS11,RPS12,RPS13,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS6,RPS6KA5,RPS6KB2,RPS7,RPS8,RPS9,RPSA,RPTOR,TSC2"
nNOS Signaling in Neurons	0.00E+00	-1.889822365	5.45E-01	"CALM1 (includes others),CAPN2,CAPN3,CAPN5,CHP1,GRIN1,GRIN2D,GRIN3A,GRINA,NOS1,NOS1AP,PRKCE"
nNOS Signaling in Skeletal Muscle Cells	0.00E+00		5.88E-01	"CACNA1A,CACNA1B,CACNA1G,CACNA2D4,CACNB2,CALM1 (includes others),CAPN3,DMD,NOS1,SNTB1"
p38 MAPK Signaling	0.00E+00	-1.507556723	5.00E-01	"CREB3L3,DUSP10,IRAK4,MAP2K4,MAPKAPK2,MEF2C,MKNK2,PLA2G6,RPS6KA5,RPS6KB2,TAB1,TGFBR1"
p53 Signaling	0.00E+00	0	4.85E-01	"ATR,BCL2L1,CCND2,CCNG1,CHEK1,COQ8A,EP300,GSK3B,HIF1A,HIPK2,PCNA,PIK3C2B,PIK3R3,PTEN,SIRT1,TOPBP1"
p70S6K Signaling	0.00E+00	-2.182820625	3.96E-01	"EGFR,LYN,MAP2K1,MRAS,PDPK1,PIK3C2B,PIK3R3,PLCB1,PLCB3,PLCG1,PLCL2,PLD1,PPP2R1A,PRKCE,PTPA,RALA,RASD2,RPS6,YWHAB"
tRNA Splicing	0.00E+00	-1.666666667	4.09E-01	"APEX1,PDE11A,PDE12,PDE3A,PDE4A,PDE4D,PDE8A,PDE9A,TSEN2"
α-Adrenergic Signaling	0.00E+00	-0.632455532	5.00E-01	"ADCY1,ADCY8,CALM1 (includes others),GNA11,GNA12,GNAO1,GNAS,GNB5,GUCY1A1,GUCY1B1,GYS2,MAP2K1,MRAS,PLCG1,PRKAG1,PRKCE,PYGB,RALA,RASD2,SLC8A1,SLC8A2"
Airway Pathology in Chronic Obstructive Pulmonary Disease	1.75E-01		6.00E-01	"APOD,FGF20,GZMB"
Assembly of RNA Polymerase I Complex	1.75E-01		6.00E-01	"POLR1A,POLR1C,TBP"
Choline Biosynthesis III	1.75E-01		6.00E-01	"CEPT1,PHKA1,PLD1"
Embryonic Stem Cell Differentiation into Cardiac Lineages	1.75E-01		6.00E-01	"GATA4,ISL1,SOX2"
Folate Transformations I	1.75E-01		6.00E-01	"MTHFD1,MTHFR,MTR"
OX40 Signaling Pathway	1.75E-01		6.00E-01	"BCL2L1,MAP2K4,NFKB1"
5-aminoimidazole Ribonucleotide Biosynthesis I	1.96E-01		6.67E-01	"GART,PFAS"
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	1.96E-01		6.67E-01	"NFKB1,TLR3"
Autoimmune Thyroid Disease Signaling	1.96E-01		6.67E-01	"GZMB,TPO"
Calcium Transport I	1.96E-01		6.67E-01	"ATP2A1,ATP2B2"
Cholesterol Biosynthesis I	1.96E-01		6.67E-01	"DHCR24,SC5D"
"Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)"	1.96E-01		6.67E-01	"DHCR24,SC5D"
Cholesterol Biosynthesis III (via Desmosterol)	1.96E-01		6.67E-01	"DHCR24,SC5D"
Coenzyme A Biosynthesis	1.96E-01		6.67E-01	"COASY,PPCDC"
Glutathione Biosynthesis	1.96E-01		6.67E-01	"GCLC,GCLM"
Glycogen Biosynthesis II (from UDP-D-Glucose)	1.96E-01		6.67E-01	"GYS2,UGP2"
Lysine Degradation II	1.96E-01		6.67E-01	"AADAT,AASS"
Lysine Degradation V	1.96E-01		6.67E-01	"AADAT,PIPOX"
Myo-inositol Biosynthesis	1.96E-01		6.67E-01	"IMPA1,INPP5F"
NAD Phosphorylation and Dephosphorylation	1.96E-01		6.67E-01	"NADK,NNT"
Parkinson's Signaling	1.96E-01		6.67E-01	"PRKN,SNCAIP"
Prostanoid Biosynthesis	1.96E-01		6.67E-01	"HPGDS,TBXAS1"
Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	1.96E-01		6.67E-01	"SARS2,SEPHS2"
Tyrosine Degradation I	1.96E-01		6.67E-01	"FAH,HGD"
Uridine-5'-phosphate Biosynthesis	1.96E-01		6.67E-01	"CAD,UMPS"
RAN Signaling	2.13E-01	0	6.00E-01	"CSE1L,KPNA4,KPNA6,KPNB1,RAN,XPO1"
4-hydroxyproline Degradation I	2.28E-01		1.00E+00	ALDH4A1
Adenine and Adenosine Salvage VI	2.28E-01		1.00E+00	ADK
Alanine Biosynthesis II	2.28E-01		1.00E+00	GPT
Alanine Biosynthesis III	2.28E-01		1.00E+00	NFS1
Alanine Degradation III	2.28E-01		1.00E+00	GPT
Allograft Rejection Signaling	2.28E-01		1.00E+00	GZMB
Androgen Biosynthesis	2.28E-01		1.00E+00	SRD5A1
Ascorbate Recycling (Cytosolic)	2.28E-01		1.00E+00	GSTO1
Aspartate Biosynthesis	2.28E-01		1.00E+00	GOT2
B Cell Development	2.28E-01		1.00E+00	PTPRC
Ceramide Degradation	2.28E-01		1.00E+00	ASAH2
Communication between Innate and Adaptive Immune Cells	2.28E-01		1.00E+00	TLR3
Creatine-phosphate Biosynthesis	2.28E-01		1.00E+00	CKM
Fatty Acid Biosynthesis Initiation II	2.28E-01		1.00E+00	FASN
"Fatty Acid β-oxidation III (Unsaturated, Odd Number)"	2.28E-01		1.00E+00	ECI2
