© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Low
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	Amb_vs_Low
Date	Mon Apr 11 14:50:28 PDT 2022
Analysis ID	39401804

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Low
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Amino Acid Metabolism, Protein Synthesis, Small Molecule Biochemistry	incorporation	Incorporation of selenocysteine	1.91E-02	 	 	 	 	GPX4,GPX1	2	
Cell-To-Cell Signaling and Interaction, Cellular Growth and Proliferation, Hematological System Development and Function, Inflammatory Response	induction	Induction of phagocytes	1.91E-02	 	 	 	 	CCN1,CAT	2	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function	interaction	Interaction of naive T lymphocytes	1.91E-02	 	 	 	 	NPTX1,ITGB2	2	
Cell Morphology, Digestive System Development and Function, Gastrointestinal Disease, Nervous System Development and Function, Neurological Disease, Tissue Morphology	lack	Lack of enteric neurons	1.91E-02	 	 	 	 	ECE1,RET	2	
Cell-To-Cell Signaling and Interaction, Nervous System Development and Function	long-term potentiation	Long-term potentiation of mossy fiber cells	1.91E-02	 	 	 	 	GRIK2,RIMS1	2	
Cancer, Dermatological Diseases and Conditions, Organismal Injury and Abnormalities	basal cell skin cancer	Low risk basal cell skin cancer	1.91E-02	 	 	 	 	TYMS,ALAD	2	
Carbohydrate Metabolism, Small Molecule Biochemistry	metabolism	Metabolism of D-fructose	1.91E-02	 	 	 	 	ALDOC,ALDOA	2	
Carbohydrate Metabolism, Lipid Metabolism, Small Molecule Biochemistry	metabolism	Metabolism of colfosceril palmitate	1.91E-02	 	 	 	 	ALDH3A2,PRDX6	2	
Small Molecule Biochemistry	metabolism	Metabolism of formaldehyde	1.91E-02	 	 	 	 	ALDH3A2,ADH5	2	
Small Molecule Biochemistry	metabolism	Metabolism of nitrobenzene	1.91E-02	 	 	 	 	GSTM3,GSTM4	2	
Drug Metabolism, Nucleic Acid Metabolism, Small Molecule Biochemistry	metabolism	Metabolism of theophylline	1.91E-02	 	 	 	 	CYP3A5,CYP2A6 (includes others)	2	
Developmental Disorder, Organ Morphology, Organismal Injury and Abnormalities, Reproductive System Development and Function, Reproductive System Disease	micropenis	Micropenis	1.91E-02	 	 	 	 	LHCGR,FKBP4	2	
Organismal Functions	mobility	Mobility of mice	1.91E-02	 	 	 	 	HTR1A,SLC5A7	2	
Nucleic Acid Metabolism, Small Molecule Biochemistry	molar ratio	Molar ratio of ADP	1.91E-02	 	 	 	 	SOD2,GLB1	2	
Respiratory Disease	neonatal asphyxia	Neonatal asphyxia	1.91E-02	 	 	 	 	AMY2A,AMY2B	2	
Connective Tissue Disorders, Developmental Disorder, Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	neurogenic arthrogryposis multiplex congenita	Neurogenic arthrogryposis multiplex congenita	1.91E-02	 	 	 	 	SCYL2,ERGIC1	2	
Developmental Disorder, Hereditary Disorder, Metabolic Disease, Organismal Injury and Abnormalities	Niemann-Pick disease type C1	Niemann-Pick disease type C1	1.91E-02	 	 	 	 	NPC1,NPC2	2	
Organ Morphology, Organismal Development, Reproductive System Development and Function	number	Number of uterine gland	1.91E-02	 	 	 	 	LHCGR,CENPB	2	
Cellular Development, Cellular Growth and Proliferation	outgrowth	Outgrowth of ovarian cancer cell lines	1.91E-02	 	 	 	 	SOD2,CCND1	2	
DNA Replication, Recombination, and Repair, Energy Production, Nucleic Acid Metabolism, Small Molecule Biochemistry	oxidation	Oxidation of NADH	1.91E-02	 	 	 	 	PYCR1,ADH5	2	
Nervous System Development and Function	pathfinding	Pathfinding of olfactory receptor neurons	1.91E-02	 	 	 	 	ROBO2,ROBO1	2	
Cell Morphology, Nervous System Development and Function	projection	Projection of olfactory receptor neurons	1.91E-02	 	 	 	 	ROBO2,ROBO1	2	
Ophthalmic Disease, Organismal Injury and Abnormalities	proliferative vitreoretinopathy	Proliferative vitreoretinopathy	1.91E-02	 	 	 	 	TYMS,SERPINC1	2	
Endocrine System Disorders, Organismal Injury and Abnormalities	pseudohermaphroditism	Pseudohermaphroditism	1.91E-02	 	 	 	 	LHCGR,FKBP4	2	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	release	Release of ceramide	1.91E-02	 	 	 	 	SMPD2,SMPD1	2	
Cellular Assembly and Organization, Cellular Function and Maintenance	release	Release of dense core granules	1.91E-02	 	 	 	 	NAPA,NSF	2	
Developmental Disorder, Hereditary Disorder, Organismal Injury and Abnormalities, Renal and Urological Disease	renal hypodysplasia/aplasia type 1	Renal hypodysplasia/aplasia type 1	1.91E-02	 	 	 	 	RET,ITGA8	2	
Hereditary Disorder, Ophthalmic Disease, Organismal Injury and Abnormalities	rod monochromacy	Rod monochromacy	1.91E-02	 	 	 	 	CNGB3,CNGA3	2	
Cancer, Dermatological Diseases and Conditions, Organismal Injury and Abnormalities	scalp actinic keratosis	Scalp actinic keratosis	1.91E-02	 	 	 	 	TYMS,ALAD	2	
Hematological Disease, Nutritional Disease	scurvy	Scurvy	1.91E-02	 	 	 	 	AMY2A,AMY2B	2	
Cell Cycle	senescence	Senescence of liver cells	1.91E-02	 	 	 	 	XPO7,FBP1	2	
Connective Tissue Disorders, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	shoulder stiffness	Shoulder stiffness	1.91E-02	 	 	 	 	AMY2A,AMY2B	2	
Endocrine System Development and Function	specification	Specification of pancreas	1.91E-02	 	 	 	 	PTF1A,HHEX	2	
Cell Morphology	sprouting	Sprouting of lymph vessel	1.91E-02	 	 	 	 	ANGPT1,TGFBI	2	
Cell-To-Cell Signaling and Interaction, Cellular Growth and Proliferation, Hematological System Development and Function, Inflammatory Response	stimulation	Stimulation of monocytes	1.91E-02	 	 	 	 	CAT,ANGPT1	2	
Cardiovascular Disease, Endocrine System Disorders, Gastrointestinal Disease, Hereditary Disorder, Metabolic Disease, Organismal Injury and Abnormalities	susceptibility to microvascular complications of diabetes	Susceptibility to microvascular complications of diabetes	1.91E-02	 	 	 	 	SOD2,ACE	2	
Inflammatory Disease, Inflammatory Response, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	inflammatory swelling	Swelling of paw	1.91E-02	 	 	 	 	COL2A1,HPGDS	2	
Lipid Metabolism, Small Molecule Biochemistry	synthesis	Synthesis of D-erythro-C16-ceramide	1.91E-02	 	 	 	 	SMPD1,GBA	2	
Lipid Metabolism, Small Molecule Biochemistry	synthesis	Synthesis of D-sphingosine	1.91E-02	 	 	 	 	ASAH2,GBA	2	
Amino Acid Metabolism, Small Molecule Biochemistry	synthesis	Synthesis of L-aspartic acid	1.91E-02	 	 	 	 	GOT2,CS	2	
Lipid Metabolism, Small Molecule Biochemistry	targeting	Targeting of lipid	1.91E-02	 	 	 	 	SMPD1,SCP2	2	
Amino Acid Metabolism, Molecular Transport, Small Molecule Biochemistry	transport	Transport of D-serine	1.91E-02	 	 	 	 	SLC7A10,SLC36A1	2	
Drug Metabolism, Molecular Transport, Small Molecule Biochemistry	uptake	Uptake of aspirin	1.91E-02	 	 	 	 	SLC22A6,SLC13A2	2	
Nucleic Acid Metabolism, Small Molecule Biochemistry	metabolism	Metabolism of cyclic nucleotides	2.00E-02	 	-0.033	 	-0.722	ADA,HTR1A,DLG1,NPR1,GUCY1B1,SMPD1,FSHR,RORA,RPSA,ADCY1,Gucy2d,STOML3,CAT,ECE1,ALDH2,LHCGR,GUCY2C,GPR84	18	
Connective Tissue Disorders, Inflammatory Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	chronic inflammatory arthropathy	Chronic inflammatory arthropathy	2.00E-02	 	 	 	 	ADA,ARIH1,TYMS,RPL32,RPS24,ITGB2,ALDOA,LRP1B,EEF1G,GUSB,ATP2C1,SORL1,RPL19,RPL11,RPS18,CYC1,ALPL,UQCRC2,TPGS2,CTSC,ATIC,RPL15,L1CAM,DYM,GLUL,CAMK2D,VPS52,GTF2H4,SERPINC1,MRC1,PGK1,HSD17B8,ENO1,RPL18A,HDAC2,RIMS1,SLC22A6,HDAC7,RPS3,RPSA,BLK,SND1,UNC93A,PARP1,IDE,CA10,TFG,ACLY,GABRA6,COL2A1,ACTL6A,ERCC6	52	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	EGFR exon 19 deletion negative non-small cell lung cancer	EGFR exon 19 deletion negative non-small cell lung carcinoma	2.02E-02	 	 	 	 	TUBB4A,FGFR1,PARP1,RRM1,TYMS,RET,ATIC,TUBA3C/TUBA3D	8	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	gastrointestinal carcinoma	Recurrent gastrointestinal carcinoma	2.02E-02	 	 	 	 	TUBB4A,FGFR1,AMY2A,AMY2B,RRM1,TYMS,RET,TUBA3C/TUBA3D	8	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	stage II non-small cell lung cancer	Stage II non-small cell lung cancer	2.02E-02	 	 	 	 	BLK,TUBB4A,FGFR1,RRM1,TYMS,RET,ATIC,TUBA3C/TUBA3D	8	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	EGFR expressing non-small cell lung cancer	Stage IV EGFR expressing non-small cell lung cancer	2.02E-02	 	 	 	 	BLK,TUBB4A,FGFR1,RRM1,TYMS,RET,ATIC,TUBA3C/TUBA3D	8	
Cardiovascular Disease, Cardiovascular System Development and Function, Organ Morphology, Organismal Development, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	primary dilated cardiomyopathy	Primary dilated cardiomyopathy	2.04E-02	 	 	 	 	SLC25A1,VCL,TBX5,ACTC1,SUCLG1,SOS1,SOD2,SCN5A,TPI1,VDAC2,GATA4,PGK1,FLNC,MIB1	14	
Cardiovascular Disease, Neurological Disease, Organismal Injury and Abnormalities	ischemic stroke	Ischemic stroke	2.06E-02	 	 	 	 	LIPA,SLC25A38,HTR1A,TINAGL1,EEF1DP3,GABRR2,EIF2A,GABRA6,ACE,SERPINC1	10	
Cancer, Organismal Injury and Abnormalities, Tumor Morphology	metastatic adenocarcinoma	Progressive metastatic adenocarcinoma	2.06E-02	 	 	 	 	BLK,TUBB4A,FGFR1,RRM1,TYMS,RET,SRMS,ATIC,LHCGR,TUBA3C/TUBA3D	10	
Endocrine System Disorders, Organ Morphology, Organismal Injury and Abnormalities, Reproductive System Development and Function, Reproductive System Disease, Tissue Morphology	abnormal morphology	Abnormal morphology of epididymal epithelium	2.11E-02	 	 	 	 	MANBA,FSHR,LHCGR	3	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	accumulation	Accumulation of lysobisphosphatidic acid	2.11E-02	 	 	 	 	NPC1,SMPD1,NPC2	3	
Cancer, Endocrine System Disorders, Gastrointestinal Disease, Organismal Injury and Abnormalities	adenosquamous pancreatic carcinoma	Adenosquamous pancreatic carcinoma	2.11E-02	 	 	 	 	RRM1,UPF1,TYMS	3	
Cancer, Endocrine System Disorders, Gastrointestinal Disease, Organismal Injury and Abnormalities	anaplastic carcinoma of the pancreas	Anaplastic carcinoma of the pancreas	2.11E-02	 	 	 	 	RRM1,TYMS,NOTCH2	3	
Carbohydrate Metabolism, Small Molecule Biochemistry	catabolism	Catabolism of galactose	2.11E-02	 	 	 	 	PGM1,GALK1,GLB1	3	
Endocrine System Development and Function, Small Molecule Biochemistry	catabolism	Catabolism of hormone	2.11E-02	 	 	 	 	IDE,ECE1,ACE	3	
Cellular Movement, Nervous System Development and Function	chemorepulsion	Chemorepulsion of neurons	2.11E-02	 	 	 	 	A2M,ROBO2,ROBO1	3	
Cardiovascular Disease, Cellular Compromise, Organismal Injury and Abnormalities	damage	Damage of endothelial cells	2.11E-02	 	 	 	 	PRDX6,ANGPT1,HPGDS	3	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Psychological Disorders, Skeletal and Muscular Disorders	familial late-onset Parkinson disease	Familial late-onset Parkinson disease	2.11E-02	 	 	 	 	PRKN,TBP,GBA	3	
Organ Development, Reproductive System Development and Function	function	Function of ovary	2.11E-02	 	 	 	 	FSHR,LHCGR,NR5A2	3	
Carbohydrate Metabolism, Cellular Function and Maintenance	glycolysis	Glycolysis of lung cancer cell lines	2.11E-02	 	 	 	 	PRKN,TRIB3,PDHA1	3	
Cellular Movement, Nervous System Development and Function	guidance	Guidance of commissural axons	2.11E-02	 	 	 	 	ROBO2,ROBO1,B4GAT1	3	
Cellular Function and Maintenance, Small Molecule Biochemistry	homeostasis	Homeostasis of K+	2.11E-02	 	 	 	 	ATP1B2,ATP1A3,CAMK2D	3	
Infectious Diseases	infection	Infection by rotavirus	2.11E-02	 	 	 	 	ATP5PO,ATP5F1A,ATP5F1B	3	
Cardiovascular Disease, Hematological Disease, Metabolic Disease, Nutritional Disease, Organismal Injury and Abnormalities	iron deficiency anemia	Iron deficiency anemia	2.11E-02	 	 	 	 	AMY2A,AMY2B,TMPRSS6	3	
Carbohydrate Metabolism, Small Molecule Biochemistry	metabolism	Metabolism of isocitric acid	2.11E-02	 	 	 	 	IDH3A,IDH3G,IDH1	3	
Nutritional Disease	nondiabetic obesity	Nondiabetic obesity	2.11E-02	 	 	 	 	CCNA2,AURKB,CDK1	3	
Developmental Disorder, Neurological Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	presynaptic congenital myasthenic syndrome	Presynaptic congenital myasthenic syndrome	2.11E-02	 	 	 	 	VAMP1,SLC25A1,SLC5A7	3	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	quantity	Quantity of cardiolipin	2.11E-02	 	 	 	 	VDAC2,LRP1,HADHA	3	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	quantity	Quantity of ganglioside GM1	2.11E-02	 	 	 	 	NPC1,SCP2,GLB1	3	
Infectious Diseases	replication	Replication of human herpesvirus 8	2.11E-02	 	 	 	 	HDAC2,CAT,SSRP1	3	
Cellular Function and Maintenance	respiration	Respiration of fibroblast cell lines	2.11E-02	 	 	 	 	NPC2,SLC25A3,SIRT7	3	
Cardiovascular System Development and Function	response	Response of mesenteric artery	2.11E-02	 	 	 	 	CAT,RORA,AKAP1	3	
Organismal Development	secretion	Secretion of pancreatic juice	2.11E-02	 	 	 	 	CEL,NR5A2,CCKAR	3	
Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	spontaneous ovarian hyperstimulation syndrome	Spontaneous ovarian hyperstimulation syndrome	2.11E-02	 	 	 	 	ATP2C1,FSHR,LHCGR	3	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	non-squamous non-small cell lung cancer	Stage 3B unresectable non-squamous non-small cell lung cancer	2.11E-02	 	 	 	 	BLK,TYMS,ATIC	3	
Cell-To-Cell Signaling and Interaction, Cellular Growth and Proliferation, Hematological System Development and Function, Inflammatory Response	stimulation	Stimulation of phagocytes	2.11E-02	 	 	 	 	CCN1,CAT,ANGPT1	3	
Cell-To-Cell Signaling and Interaction, Nervous System Development and Function	synaptic transmission	Synaptic transmission of neuromuscular synapse	2.11E-02	 	 	 	 	ADARB1,SLC5A7,CACNA1A	3	
Lipid Metabolism, Small Molecule Biochemistry	synthesis	Synthesis of dinoprost	2.11E-02	 	 	 	 	AKR1B1,NPC2,HPGDS	3	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	transmigration	Transmigration of macrophages	2.11E-02	 	 	 	 	CCND1,SOS1,CNN2	3	
Amino Acid Metabolism, Cell Signaling	urea cycle	Urea cycle	2.11E-02	 	 	 	 	FH,ARG2,ASL	3	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	acute leukemia	Refractory acute leukemia	2.17E-02	 	 	 	 	FGFR1,DNMT1,RPL11,RET,RPS24,TUBB4A,RRM1,CCND1,RPL3,GABRA6,RPS4X,IDH1,TUBA3C/TUBA3D	13	
Cellular Assembly and Organization	activation	Activation of vesicles	2.18E-02	 	 	 	 	VAMP1,OTOF,NAPA,ADARB1,RIMS1,CADPS	6	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	recurrent breast cancer	Metastatic recurrent breast cancer	2.18E-02	 	 	 	 	TUBB4A,HDAC2,RRM1,TYMS,LHCGR,TUBA3C/TUBA3D	6	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	locally advanced breast cancer	Unresectable locally advanced breast cancer	2.18E-02	 	 	 	 	TUBB4A,PARP1,RRM1,TYMS,LHCGR,TUBA3C/TUBA3D	6	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	germ cell tumor	Germ cell tumor	2.26E-02	 	 	 	 	UPF1,GLDC,DNMT1,PAK1,NASP,LOXL3,FSHR,ACE,TUBB4A,SND1,PARP1,RRM1,RPL24,LHCGR,ESRP1,MCM5,NUDT21,TUBA3C/TUBA3D	18	
Lipid Metabolism, Small Molecule Biochemistry, Vitamin and Mineral Metabolism	metabolism	Steroid metabolism	2.32E-02	 	0.969	 	0.307	FGFR1,NPC1,LGMN,NFYC,SC5D,NR5A2,CAT,GATA4,LRP1,LHCGR,SCP2,HSD17B8,ENO1,CYP2A6 (includes others),LIPA,CEL,SMPD1,FSHR,SULT1E1,RORA,GBA,PDE8A,HSD17B4,CYP3A5,ACLY	25	
Gene Expression	expression	Expression of mRNA	2.33E-02	 	-1.236	 	-1.012	TYMS,RPS24,RPL23,EIF3B,RPS5,RPL38,MED14,RECQL5,LRP6,COPZ1,MRPL12,RPL19,RPL30,RPL39,RACK1,PUS7,RPS3,EIF3D,RPS9,RPL24,RPS17,EIF2A,ILF3,GAPDH,RPS4X,NELFCD,SUPT5H,RPL10A	28	
Respiratory Disease	respiratory distress	Respiratory distress	2.34E-02	 	 	 	 	GLUL,AMY2B,CALM1 (includes others),STK40,GABRR2,CHRNA7,GPX1,ANPEP,ACE,SERPINC1,ZSWIM8,SMPDL3B,AMY2A,SCN5A,ATP2C1,CKM,GABRA6,GAPDH,ANGPT1	19	
Cancer, Organismal Injury and Abnormalities, Tumor Morphology	metastatic carcinoma	Progressive metastatic carcinoma	2.40E-02	 	 	 	 	BLK,TUBB4A,FGFR1,PARP1,RRM1,TYMS,RET,SRMS,ATIC,LHCGR,TUBA3C/TUBA3D	11	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	acute leukemia	Recurrent acute leukemia	2.40E-02	 	 	 	 	TUBB4A,FGFR1,RRM1,ACTG1,TYMS,DNMT1,CCND1,RET,RPL3,IDH1,TUBA3C/TUBA3D	11	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	accumulation	Accumulation of sphingolipid	2.43E-02	 	-1.437	 	-1.024	SMPD2,NPC1,SMPD1,ASAH2,NPC2,GBA,GLB1	7	
Cardiovascular System Development and Function, Cellular Development, Tissue Development	differentiation	Differentiation of endothelial cells	2.43E-02	Increased	2.236	 	1.710	EDF1,LRP1,ANGPT1,TGFBR1,FSTL1,SPRED1,HHEX	7	
Respiratory System Development and Function	morphology	Morphology of airway	2.43E-02	 	 	 	 	LIPA,ROBO1,GATA4,NPC2,LAMC1,FSTL1,ITGA8	7	
Organ Morphology, Organismal Development, Reproductive System Development and Function	morphology	Morphology of seminal vesicle	2.43E-02	 	 	 	 	DLG1,LAMC1,FSHR,LHCGR,SULT1E1,NR5A2,FKBP4	7	
Cancer, Endocrine System Disorders, Gastrointestinal Disease, Organismal Injury and Abnormalities, Tumor Morphology	pancreatic cancer	Progressive pancreatic cancer	2.43E-02	 	 	 	 	TUBB4A,FGFR1,PARP1,RRM1,TYMS,RET,TUBA3C/TUBA3D	7	
Behavior	sexual behavior	Sexual behavior	2.43E-02	 	 	 	 	NPEPPS,FUOM,LMX1B,ARID5B,LHCGR,ABAT,CCKAR	7	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	advanced non-small cell lung carcinoma	Stage IIIB advanced non-small cell lung carcinoma	2.43E-02	 	 	 	 	BLK,TUBB4A,RRM1,TYMS,RET,ATIC,TUBA3C/TUBA3D	7	
Nucleic Acid Metabolism, Small Molecule Biochemistry	biosynthesis	Biosynthesis of cyclic nucleotides	2.45E-02	 	-0.033	 	-0.682	ADA,HTR1A,DLG1,NPR1,GUCY1B1,SMPD1,FSHR,RPSA,ADCY1,Gucy2d,STOML3,CAT,ECE1,ALDH2,LHCGR,GUCY2C,GPR84	17	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	accumulation	Accumulation of cholesterol ester	2.45E-02	 	-0.236	 	-0.314	LIPA,CEL,NPC1,SULT1E1,SCP2	5	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	pleural mesothelioma	Newly diagnosed pleural mesothelioma	2.45E-02	 	 	 	 	TUBB4A,RRM1,TYMS,ATIC,TUBA3C/TUBA3D	5	
Developmental Disorder, Hereditary Disorder, Metabolic Disease, Organismal Injury and Abnormalities	nuclear type 1 mitochondrial complex I deficiency	Nuclear type 1 mitochondrial complex I deficiency	2.45E-02	 	 	 	 	NDUFA10,NDUFS2,NDUFS7,NDUFV2,NDUFS1	5	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease, Tumor Morphology	progressive EGFR sensitizing mutation positive EGFR T790M mutation positive non-small cell lung cancer	Progressive EGFR sensitizing mutation positive EGFR T790M mutation positive non-small cell lung carcinoma	2.45E-02	 	 	 	 	BLK,TUBB4A,TYMS,ATIC,TUBA3C/TUBA3D	5	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease, Tumor Morphology	progressive EGFR activating mutation positive lung cancer	Stage IV progressive EGFR activating mutation positive lung cancer	2.45E-02	 	 	 	 	BLK,TUBB4A,TYMS,ATIC,TUBA3C/TUBA3D	5	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease, Tumor Morphology	progressive EGFR mutation positive non-small cell lung cancer	Stage IV progressive EGFR mutation positive non-small cell lung cancer	2.45E-02	 	 	 	 	BLK,TUBB4A,TYMS,ATIC,TUBA3C/TUBA3D	5	
Organismal Survival	sudden death	Sudden death	2.45E-02	 	 	 	 	ACADL,SCN5A,VCL,HADHA,ACE	5	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	EGFR exon 19 deletion negative non-squamous non-small cell lung cancer	Unresectable EGFR exon 19 deletion negative non-squamous non-small cell lung cancer	2.45E-02	 	 	 	 	TUBB4A,PARP1,TYMS,ATIC,TUBA3C/TUBA3D	5	
Connective Tissue Disorders, Immunological Disease, Inflammatory Disease, Inflammatory Response, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	rheumatoid arthritis	Rheumatoid arthritis	2.46E-02	 	 	 	 	ADA,ARIH1,TYMS,RPL32,RPS24,ITGB2,ALDOA,LRP1B,EEF1G,GUSB,ATP2C1,SORL1,RPL19,RPL11,RPS18,CYC1,ALPL,UQCRC2,TPGS2,CTSC,ATIC,RPL15,L1CAM,DYM,GLUL,CAMK2D,VPS52,GTF2H4,SERPINC1,MRC1,PGK1,HSD17B8,ENO1,RPL18A,HDAC2,RIMS1,HDAC7,RPS3,RPSA,BLK,SND1,UNC93A,PARP1,IDE,CA10,TFG,ACLY,GABRA6,COL2A1,ACTL6A,ERCC6	51	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease, Tumor Morphology	metastatic non-small cell lung carcinoma	Progressive metastatic non-small cell lung carcinoma	2.49E-02	 	 	 	 	BLK,TUBB4A,FGFR1,PARP1,RRM1,TYMS,RET,SRMS,ATIC,TUBA3C/TUBA3D	10	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	early precursor T-cell acute lymphoblastic leukemia	Early precursor T-cell acute lymphoblastic leukemia	2.53E-02	 	 	 	 	TUBB4A,HDAC2,DNMT1,EP300,RPL3,ANPEP,IDH1,TUBA3C/TUBA3D	8	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	secretion	Secretion of fatty acid	2.53E-02	 	0.555	 	0.060	ACADL,HTR1A,HNRNPAB,NPC2,LHCGR,ACE,ABAT,CACNA1A	8	
Immunological Disease	allergy	Allergy	2.53E-02	 	 	 	 	VCL,LGMN,TYMS,ARIH1,NAPA,ALDOA,HPGDS,FKBP4,PRDX6,TPI1,CAT,CTSL,HNRNPAB,ALDH2,TGFBR1,ENO1,HTR1A,HDAC2,KRT1,SMPD1,CPVL,PDE8A,IDE,PHF1,VDAC2,CCNA2,GAPDH,VCP,P4HB	29	
Cell Morphology, Hematological System Development and Function, Inflammatory Response	morphology	Morphology of macrophages	2.54E-02	 	 	 	 	LIPA,CCND1,NPC2,MANBA,TMPRSS6,PLA2G15,CACNA1A,GBA,CTBS	9	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease, Tumor Morphology	metastatic lung adenocarcinoma	Progressive metastatic lung adenocarcinoma	2.54E-02	 	 	 	 	BLK,TUBB4A,FGFR1,RRM1,TYMS,RET,SRMS,ATIC,TUBA3C/TUBA3D	9	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	lung adenocarcinoma	Stage I-IV lung adenocarcinoma	2.54E-02	 	 	 	 	TUBB4A,FGFR1,RRM1,TYMS,RET,ATIC,TARBP2,XPO5,TUBA3C/TUBA3D	9	
Lipid Metabolism, Small Molecule Biochemistry	catabolism	Catabolism of glycosphingolipid	2.56E-02	 	 	 	 	SMPD2,SMPD1,GBA,GLB1	4	
Free Radical Scavenging, Small Molecule Biochemistry	catabolism	Catabolism of hydrogen peroxide	2.56E-02	 	 	 	 	PRDX6,CAT,GPX1,PRDX3	4	
Developmental Disorder, Hereditary Disorder, Ophthalmic Disease, Organismal Injury and Abnormalities	familial cone dystrophy	Familial cone dystrophy	2.56E-02	 	 	 	 	RPGR,CNGB3,CNGA3,RIMS1	4	
Cardiovascular System Development and Function, Organismal Development	formation	Formation of capillary vessel	2.56E-02	 	 	 	 	AKR1B1,CAT,ANPEP,ANGPT1	4	
Lipid Metabolism, Small Molecule Biochemistry	hydroxylation	Hydroxylation of lipid	2.56E-02	 	 	 	 	CYP4B1,Cyp3a25 (includes others),CYP3A5,PHYH	4	
Nucleic Acid Metabolism, Small Molecule Biochemistry	interconversion	Interconversion of nucleotide	2.56E-02	 	 	 	 	NNT,RRM1,TYMS,NME1	4	
Organ Morphology, Organismal Development, Reproductive System Development and Function	mass	Mass of epididymis	2.56E-02	 	 	 	 	FSHR,NR5A2,SULT1E1,LHCGR	4	
Endocrine System Development and Function, Lipid Metabolism, Small Molecule Biochemistry, Vitamin and Mineral Metabolism	metabolism	Metabolism of estrogen	2.56E-02	 	 	 	 	HSD17B4,CYP3A5,SULT1E1,HSD17B8	4	
Cardiovascular System Development and Function, Embryonic Development, Organ Development, Organ Morphology, Organismal Development, Tissue Development	morphogenesis	Morphogenesis of atrial septum	2.56E-02	 	 	 	 	CCN1,TBX5,GATA4,NOTCH2	4	
