Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Oxytocin In Spinal Neurons Signaling Pathway	2.17E+00		5.24E-01	"ABCC9,CAMKK1,CTH,GUCY1B1,GUCY2C,Gucy2d,GUCY2D,GUCY2F,NPR1,NPR2,PRKG1"
Coronavirus Replication Pathway	2.31E+00		5.22E-01	"ARCN1,COPB1,COPE,COPG2,COPZ1,DDX1,TUBA1A,TUBA1B,TUBA3E,TUBA4A,TUBB2B,TUBB4A"
Cell Cycle Control of Chromosomal Replication	2.32E+00		4.59E-01	"CDC6,CDK1,CDK10,CDK8,CDT1,DNA2,MCM3,MCM4,MCM5,MCM6,MCM7,ORC3,ORC6,PCNA,POLD1,POLE,TOP2B"
Regulation of eIF4 and p70S6K Signaling	2.62E+00		4.00E-01	"EIF2A,EIF2B2,EIF3B,EIF3C,EIF3D,EIF3F,EIF3H,EIF3L,EIF4G1,ITGA2B,ITGA8,MRAS,PTPA,RASD2,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,SOS1"
TCA Cycle II (Eukaryotic)	3.18E+00		6.47E-01	"ACO2,CS,DHTKD1,DLD,DLST,FH,IDH3A,IDH3G,MDH1,MDH2,SUCLG1"
Sirtuin Signaling Pathway	3.28E+00		3.98E-01	"ACADL,ACLY,APEX1,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,CYC1,GLUD1,GOT2,NDUFA10,NDUFA13,NDUFA7,NDUFA8,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS7,NDUFV2,PARP1,PDHA1,PGAM2,PGK1,SF3A1,SIRT7,SLC25A5,SOD2,TOMM40,TUBA1A,TUBA1B,TUBA3E,TUBA4A,UQCRC2,UQCRFS1,VDAC2,WRN,XPC,XRCC5,XRCC6"
Glycolysis I	3.36E+00		8.00E-01	"ALDOA,ALDOC,ENO1,FBP1,GAPDH,PGAM2,PGK1,TPI1"
Gluconeogenesis I	5.07E+00		9.09E-01	"ALDOA,ALDOC,ENO1,FBP1,GAPDH,MDH1,MDH2,ME3,PGAM2,PGK1"
Mitochondrial Dysfunction	6.38E+00		5.59E-01	"ACO2,AIFM1,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,ATP5PD,ATP5PO,CAT,COX15,CYC1,GPX4,NDUFA10,NDUFA13,NDUFA7,NDUFA8,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS7,NDUFV2,PDHA1,PRDX3,PRKN,SOD2,UQCRC2,UQCRFS1,UQCRQ,VDAC2"
Oxidative Phosphorylation	8.38E+00		7.35E-01	"ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,ATP5PD,ATP5PO,COX15,CYC1,ENOX1,NDUFA10,NDUFA13,NDUFA7,NDUFA8,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS7,NDUFV2,UQCRC2,UQCRFS1,UQCRQ"
EIF2 Signaling	1.08E+01		5.57E-01	"ACTC1,CCND1,EIF2A,EIF2B2,EIF3B,EIF3C,EIF3D,EIF3F,EIF3H,EIF3L,EIF4G1,MRAS,RASD2,RPL10A,RPL11,RPL12,RPL13,RPL15,RPL18,RPL18A,RPL19,RPL21,RPL23,RPL24,RPL27,RPL28,RPL3,RPL30,RPL32,RPL35,RPL35A,RPL38,RPL39,RPL5,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,SOS1,TRIB3,UBA52"
