© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.lightcyan1
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	MM.lightcyan1
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446108

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.lightcyan1
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Glioma Signaling	-0E00	1.1338934190276817	3.41E-01	CALM1 (includes others),CAMK2D,CCND1,CCND2,E2F2,EGFR,HDAC2,HDAC7,IDH1,IDH3B,IDH3G,MAPK3,MRAS,PDGFRB,PIK3CA	
Glutathione Biosynthesis	-0E00		3.33E-01	GCLC	
Glycoaminoglycan-protein Linkage Region Biosynthesis	-0E00		2.50E-01	B4GALT7	
Glycogen Degradation II	-0E00		2.86E-01	MTAP,PGM2	
Glycogen Degradation III	-0E00		3.33E-01	MGAM,MTAP,PGM2	
Granulocyte Adhesion and Diapedesis	-0E00		3.64E-01	EZR,ITGB1,ITGB2,RDX	
Growth Hormone Signaling	-0E00	1.889822365046136	2.59E-01	A2M,IGFALS,MAPK3,PDPK1,PIK3CA,SOCS7,STAT5A	
Gα12/13 Signaling	-0E00	1.0	2.50E-01	ARHGEF1,CDH11,CDH23,MAPK3,MRAS,MYL1,MYL9,NFKB1,PIK3CA	
Gαi Signaling	-0E00	0.0	3.64E-01	ADCY1,ADCY6,ADCY9,GABBR2,GNAO1,GNB5,GRM4,GRM6,GUCY1A1,HTR1A,MAPK3,MRAS,PRKAG1,RGS12,RGS7,SHC2	
Gαs Signaling	-0E00	-0.6324555320336759	3.02E-01	ADCY1,ADCY6,ADCY9,FSHR,GNAO1,GNB5,GUCY1A1,LHCGR,MAPK3,MRAS,PRKAG1,PTGER4,RAPGEF2	
HGF Signaling	-0E00	2.1213203435596424	2.50E-01	CCND1,ELF2,ETS2,ITGA7,ITGAV,ITGB1,ITGB2,MAP3K10,MAPK3,MRAS,PAK1,PIK3CA,RAC1	
HIF1α Signaling	-0E00	1.1547005383792517	2.27E-01	APEX1,CAMK2D,EP300,FLT1,HK1,MAPK3,MKNK2,MRAS,NOS2,PIK3CA,PPP3CA,RAC1,RAC2,RAN,RPS6	
HMGB1 Signaling	-0E00	1.6666666666666667	3.14E-01	Cdc42,KAT2A,KAT6B,MAPK3,MRAS,NFKB1,PIK3CA,RAC1,RAC2,RBBP7,RHOC	
HOTAIR Regulatory Pathway	-0E00	1.2649110640673518	2.50E-01	EP300,EZH2,HDAC2,NFKB1,PIK3CA,RBBP7,REST,RHOC,WIF1,WNT9A	
Heparan Sulfate Biosynthesis	-0E00	2.82842712474619	2.81E-01	ALDH2,B4GALT7,Ces1b/Ces1c,CHST4,CHST7,PRDX6,SULT1B1,SULT1E1,SULT2B1	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	2.6457513110645903	2.86E-01	ALDH2,Ces1b/Ces1c,CHST4,CHST7,PRDX6,SULT1B1,SULT1E1,SULT2B1	
Hepatic Fibrosis Signaling Pathway	-0E00	2.6111648393354674	3.39E-01	CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),CCND1,Cdc42,COL11A2,COL2A1,CSNK1G1,EZH2,FGFR1,FLT1,FTH1,IRAK4,ITGA7,ITGAV,ITGB1,ITGB2,LRP1,LRP6,MAPK3,MRAS,MYL1,MYL9,NFKB1,PDCD4,PDGFRB,PIK3CA,PRKAG1,PTCH1,PTCH2,RAC1,RAC2,RHOC,SDHA,SDHB,SOD2,TGFBR1,TTN,WNT9A,YAP1	
Histidine Degradation III	-0E00		2.00E-01	UROC1	
Histidine Degradation VI	-0E00		1.43E-01	UROC1	
Human Embryonic Stem Cell Pluripotency	-0E00		3.02E-01	FGFR1,FGFR3,FGFRL1,GNAO1,GNB5,MRAS,PDGFRB,PDPK1,PIK3CA,SMAD1,SOX2,TGFBR1,WNT9A	
Hypoxia Signaling in the Cardiovascular System	-0E00		3.12E-01	BIRC6,EP300,P4HB,UBE2A,UBE2E3,UBE2G1,UBE2M,UBE2Q2,UBE2R2,UBE2V1	
ICOS-ICOSL Signaling in T Helper Cells	-0E00	0.7071067811865475	3.60E-01	CALM1 (includes others),CAMK2D,CSK,ITPR1,NFKB1,PDPK1,PIK3CA,PPP3CA,RAC1	
ID1 Signaling Pathway	-0E00	0.20851441405707477	3.29E-01	BLK,CCND1,CCNE1,CDC20,CHRNA7,EGFR,EP300,FGFR1,FGFR3,FGFRL1,FRK,GSPT1,LYN,MAPK3,MRAS,NFKB1,PIK3CA,PTGER4,REST,RHOC,SMAD1,SMAD9,TGFBR1	
IGF-1 Signaling	-0E00	1.889822365046136	2.43E-01	CCN1,CSNK2B,MAPK3,MRAS,PDPK1,PIK3CA,PRKAG1,SOCS7,YWHAB	
IL-1 Signaling	-0E00	0.4472135954999579	2.97E-01	ADCY1,ADCY6,ADCY9,ECSIT,GNAO1,GNB5,GUCY1A1,IRAK4,MRAS,NFKB1,PRKAG1	
IL-10 Signaling	-0E00		1.67E-01	BLVRB,NFKB1	
IL-12 Signaling and Production in Macrophages	-0E00		3.10E-01	APOD,EP300,IRF8,MAPK3,NFKB1,NOS2,PIK3CA,RAB7A,RXRA	
IL-13 Signaling Pathway	-0E00	2.4494897427831783	3.00E-01	BLK,FRK,LYN,MAPK3,PIK3CA,POSTN	
IL-15 Signaling	-0E00	1.6329931618554523	2.40E-01	GZMB,MAPK3,MRAS,NFKB1,PIK3CA,STAT5A	
IL-17 Signaling	-0E00	-0.3779644730092272	2.50E-01	Chil3/Chil4,MAPK3,MRAS,NFKB1,NOS2,PIK3CA,SRSF1	
IL-17A Signaling in Airway Cells	-0E00		1.76E-01	MAPK3,NFKB1,PIK3CA	
IL-17A Signaling in Fibroblasts	-0E00		3.33E-01	MAPK3,NFKB1	
IL-2 Signaling	-0E00	2.0	2.50E-01	CSNK2B,MAPK3,MRAS,PIK3CA,STAT5A	
IL-22 Signaling	-0E00		3.33E-01	MAPK3,STAT5A	
IL-23 Signaling Pathway	-0E00		2.50E-01	NFKB1,PIK3CA,RORA	
IL-3 Signaling	-0E00	1.889822365046136	2.41E-01	MAPK3,MRAS,PAK1,PIK3CA,PPP3CA,RAC1,STAT5A	
IL-4 Signaling	-0E00		1.82E-01	INPP5F,MRAS,OCRL,PIK3CA	
IL-6 Signaling	-0E00	0.3779644730092272	2.12E-01	A2M,ABCB1,CSNK2B,MAPK3,MRAS,NFKB1,PIK3CA	
IL-7 Signaling Pathway	-0E00	1.889822365046136	3.20E-01	CCND1,EBF1,FOXO6,LYN,MAPK3,PDPK1,PIK3CA,STAT5A	
IL-8 Signaling	-0E00	3.1529631254723287	3.33E-01	ANGPT1,CCND1,CCND2,Cdc42,EGFR,FLT1,GNAO1,GNB5,IQGAP1,IRAK4,ITGAV,ITGB2,MAPK3,MRAS,MYL9,NFKB1,PIK3CA,PLD1,RAC1,RAC2,RHOC	
IL-9 Signaling	-0E00		3.00E-01	NFKB1,PIK3CA,STAT5A	
ILK Signaling	-0E00	2.182820625326997	3.48E-01	ACTG1,CCND1,Cdc42,FLNA,ITGB1,ITGB2,MAPK3,MYH10,MYH11,MYH4,MYL1,MYL9,MYO1H,NFKB1,NOS2,PDPK1,PIK3CA,PPP2R3A,PPP2R5E,RAC1,RAC2,RHOC,VCL	
Inhibition of Angiogenesis by TSP1	-0E00		3.33E-01	GUCY1A1,HSPG2,TGFBR1	
Insulin Receptor Signaling	-0E00	2.138089935299395	2.59E-01	GYS2,INPP5F,MAPK3,MRAS,OCRL,PDPK1,PIK3CA,PPP1CA,PPP1CC,PRKAG1,PTPN1,PTPRF,SCNN1G,SGK1	
Insulin Secretion Signaling Pathway	-0E00	2.197401062294143	3.57E-01	ADCY1,ADCY6,ADCY9,CACNA1A,CACNA1B,CACNA2D1,CACNB2,CAMK2D,CCKAR,CPE,DLAT,DLD,EIF2A,EIF2AK3,EIF4A3,EIF4G1,GUCY1A1,ITPR1,LYN,MAPK3,NAPA,NSF,PCSK2,PDHA1,PDHB,PDHX,PDX1,PIK3CA,PRKAG1,SCNN1G,SPCS3,SRP14,SRP19,SRP68,SRP72,SSR1,SSR2,STAT5A,STX1B,VAMP3	
Integrin Signaling	-0E00	3.2659863237109046	3.05E-01	ACTG1,ACTR2,ARF1,ARHGAP26,ARPC1B,ARPC2,ARPC3,ARPC4,CAPN2,Cdc42,CTTN,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,MYL9,PAK1,PIK3CA,RAC1,RAC2,RHOC,TTN,VCL	
JAK/STAT Signaling	-0E00	1.889822365046136	2.80E-01	MAPK3,MRAS,NFKB1,PIK3CA,PTPN1,SOCS7,STAT5A	
LPS-stimulated MAPK Signaling	-0E00	2.4494897427831783	1.88E-01	MAPK3,MRAS,NFKB1,PAK1,PIK3CA,RAC1	
Leptin Signaling in Obesity	-0E00		2.35E-01	ADCY1,ADCY6,ADCY9,GUCY1A1,MAPK3,PDE3A,PIK3CA,PRKAG1	
Leukocyte Extravasation Signaling	-0E00	2.3333333333333335	2.16E-01	ACTG1,AFDN,CTTN,EZR,ITGB1,ITGB2,PIK3CA,RAC1,RAC2,RDX,VCL	
Lysine Degradation II	-0E00		3.33E-01	AADAT	
MIF Regulation of Innate Immunity	-0E00		3.33E-01	MAPK3,NFKB1,NOS2	
MIF-mediated Glucocorticoid Regulation	-0E00		3.33E-01	MAPK3,NFKB1	
MSP-RON Signaling In Cancer Cells Pathway	-0E00	0.9045340337332909	2.75E-01	CCND1,EGFR,ELF2,ETS2,FLNA,ITGB1,MAPK3,MRAS,NFKB1,PIK3CA,YWHAB	
MSP-RON Signaling In Macrophages Pathway	-0E00	2.4494897427831783	2.50E-01	ITGB2,MAPK3,MRAS,NFKB1,NOS2,PIK3CA	
MSP-RON Signaling Pathway	-0E00		2.67E-01	ACTG1,ITGB2,NOS2,PIK3CA	
MYC Mediated Apoptosis Signaling	-0E00		2.50E-01	CASP2,NFKB1,PRKAG1	
Macropinocytosis Signaling	-0E00	2.23606797749979	2.41E-01	ANKFY1,ITGB1,ITGB2,MRAS,PAK1,PIK3CA,RAC1	
Mechanisms of Viral Exit from Host Cells	-0E00		1.25E-01	ACTG1,LMNB2	
Melanocyte Development and Pigmentation Signaling	-0E00	1.414213562373095	2.14E-01	ADCY1,ADCY6,ADCY9,EP300,GUCY1A1,MAPK3,MRAS,PIK3CA,PRKAG1	
Melanoma Signaling	-0E00	2.0	2.22E-01	CCND1,MAPK3,MRAS,PIK3CA	
Melatonin Degradation I	-0E00	1.6329931618554523	3.33E-01	CSGALNACT1,CYP2A6 (includes others),CYP2U1,CYP3A5,CYP4B1,SULT1B1	
Melatonin Signaling	-0E00	0.8164965809277261	1.94E-01	CALM1 (includes others),CAMK2D,GNAO1,MAPK3,PRKAG1,RORA	
Mitotic Roles of Polo-Like Kinase	-0E00	0.8164965809277261	2.81E-01	CCNB2,CCNB3,CDC16,CDC20,CDC7,CDK1,ESPL1,PPP2R3A,PPP2R5E	
Molecular Mechanisms of Cancer	-0E00		3.17E-01	ADCY1,ADCY6,ADCY9,ARHGEF1,ATR,BRCA1,CAMK2D,CASP10,CCND1,CCND2,CCNE1,Cdc42,CDK1,CDK17,CDK19,CDK7,CDK8,CHEK1,E2F2,EP300,GNAO1,GNB5,GUCY1A1,HDAC2,HDAC7,ITGA7,ITGAV,ITGB1,ITGB2,LRP1,LRP6,MAPK3,MRAS,NAIP,NFKB1,NOTCH1,PAK1,PIK3CA,PRKAG1,PTCH1,PTCH2,RAC1,RAC2,RHOC,SHC2,SMAD1,SMAD9,SUFU,SYNGAP1,TGFBR1,WNT9A	
Mouse Embryonic Stem Cell Pluripotency	-0E00	0.0	1.71E-01	MAPK3,MRAS,PIK3CA,SMAD1,SMAD9,SOX2	
NAD Salvage Pathway II	-0E00		1.67E-01	NMRK2	
NAD Signaling Pathway	-0E00	0.6546536707079772	3.53E-01	ACADL,ACADM,AIFM1,CLOCK,EIF2AK3,ERN1,ETFA,HSPD1,NADK,NFKB1,NMRK2,PARP1,PARP3,PIK3CA,POLR2B,POLR2D,POLR2H,PRDM13,PRKAG1,SLC7A5,SOD2,SREBF1,TNKS2,TRPM2	
NAD biosynthesis II (from tryptophan)	-0E00		1.43E-01	TDO2	
NER (Nucleotide Excision Repair, Enhanced Pathway)	-0E00	1.4142135623730951	3.57E-01	CDK7,Cops2,COPS4,COPS6,COPS8,DDB1,EP300,ERCC2,PCNA,POLA1,POLA2,POLD1,POLD2,POLE2,POLE3,POLR2B,POLR2D,POLR2H,RPA1,XPC	
NF-κB Activation by Viruses	-0E00	1.889822365046136	2.50E-01	ITGAV,ITGB1,MAPK3,MRAS,NFKB1,PIK3CA,TBP	
NF-κB Signaling	-0E00	0.2581988897471611	3.26E-01	CSNK2B,EGFR,EP300,FGFR1,FGFR3,FLT1,HDAC2,IRAK4,MRAS,NFKB1,PDGFRB,PIK3CA,TBK1,TGFBR1,UBE2V1	
NGF Signaling	-0E00	1.414213562373095	2.09E-01	MAP3K10,MAPK3,MRAS,NFKB1,PDPK1,PIK3CA,RAC1,SHC2,SMPD1	
NRF2-mediated Oxidative Stress Response	-0E00	3.0	3.40E-01	ABCC1,ACTG1,CAT,CBR1,CCT7,CLPP,CYP2A6 (includes others),CYP2U1,CYP3A5,DNAJA3,DNAJC13,DNAJC19,DNAJC7,EIF2AK3,EP300,EPHX1,FTH1,GCLC,GSTK1,GSTM3,GSTM5,Gstm6,GSTT1,MAPK3,MGST3,MRAS,PIK3CA,PPIB,SCARB1,SOD2,STIP1,UBE2E3,VCP	
Natural Killer Cell Signaling	-0E00	1.7320508075688774	2.26E-01	COL11A2,COL2A1,IRAK4,ITGB1,MAP3K10,MAPK3,MRAS,NFKB1,PAK1,PIK3CA,RAC1,RAC2	
Netrin Signaling	-0E00	-0.7071067811865475	2.90E-01	CACNA1A,CACNA1B,CACNA2D1,CACNB2,ITPR1,PPP3CA,PRKAG1,RAC1,RAC2	
Neuregulin Signaling	-0E00	1.1338934190276817	2.56E-01	EGFR,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,PDPK1,RNF41,RPS6,STAT5A	
Neuroinflammation Signaling Pathway	-0E00	-0.5345224838248488	3.00E-01	BACE1,BIRC6,GABBR2,GLUL,GRIA1,GRIN2D,GRIN3A,IDE,IRAK4,MAPK3,NAIP,NFKB1,NLRP3,NOS2,PIK3CA,PPP3CA,RAC1,RAC2,SOD2,TBK1,TGFBR1	
Neuropathic Pain Signaling In Dorsal Horn Neurons	-0E00	-2.138089935299395	2.80E-01	CAMK2D,GRIA1,GRIA2,GRIA3,GRIA4,GRIN2D,GRIN3A,GRM4,GRM6,ITPR1,KCNN2,MAPK3,PIK3CA,PRKAG1	
Neurotrophin/TRK Signaling	-0E00	2.0	1.60E-01	MAPK3,MRAS,PDPK1,PIK3CA	
Neurovascular Coupling Signaling Pathway	-0E00	-1.7320508075688772	3.29E-01	CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),ENTPD6,GABBR2,GRIA1,GRIA2,GRIA3,GRIA4,GRIN2D,GRIN3A,GUCY1A1,GUCY2F,Gucy2g,ITPR1,KCNJ12,KCNN2,NOS1,NPR1,PLAAT4,PRDX6,PRKAG1,PTGER4,PTGS1,SLC39A7	
Nitric Oxide Signaling in the Cardiovascular System	-0E00	0.3333333333333333	2.83E-01	CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),FLT1,GUCY1A1,GUCY2F,ITPR1,MAPK3,NPR1,PIK3CA,PRKAG1	
Non-Small Cell Lung Cancer Signaling	-0E00	1.889822365046136	3.43E-01	CCND1,CCND2,E2F2,EGFR,HDAC2,HDAC7,ITPR1,MAPK3,MRAS,PDPK1,PIK3CA,RXRA	
Notch Signaling	-0E00		1.33E-01	HEY1,NOTCH1	
Nucleotide Excision Repair Pathway	-0E00		3.33E-01	CDK7,ERCC2,POLR2B,POLR2D,POLR2H,RPA1,XPC	
OX40 Signaling Pathway	-0E00		2.00E-01	NFKB1	
Oncostatin M Signaling	-0E00		2.73E-01	MAPK3,MRAS,STAT5A	
Opioid Signaling Pathway	-0E00	0.5570860145311556	3.20E-01	ADCY1,ADCY6,ADCY9,AP2A1,AP2M1,BLK,CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),CAMK2D,EP300,FRK,GNAO1,GNB5,GRIN2D,GRIN3A,GUCY1A1,ITPR1,LYN,MAPK3,MRAS,NFKB1,NOS1,PPP3CA,PRKAG1,RAC1,RAC2,RGS12,RGS6,RGS7,SLC12A5	
Ovarian Cancer Signaling	-0E00	-0.3779644730092272	2.74E-01	BRCA1,CCND1,E2F2,EGFR,FSHR,HDAC2,HDAC7,LHCGR,MAPK3,MRAS,MSH2,MSH6,PIK3CA,PRKAG1,PTGS1,RAD51,WNT9A	
Oxytocin In Spinal Neurons Signaling Pathway	-0E00	-1.889822365046136	3.33E-01	AVPR1A,GUCY1A1,GUCY2F,Gucy2g,NOS1,NPR1,SLC39A7	
Oxytocin Signaling Pathway	-0E00	0.0	2.77E-01	ATP2B2,CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),EGFR,GNAO1,GNB5,GUCY1A1,GUCY2F,Gucy2g,ITPR1,MAPK3,MRAS,MYH10,MYH11,MYH4,MYL1,MYL9,MYO1H,NFKB1,NPR1,PIK3CA,PPP3CA,PRKAG1,SHC2,SLC39A7	
P2Y Purigenic Receptor Signaling Pathway	-0E00	0.7071067811865475	2.08E-01	ADCY1,ADCY6,ADCY9,GNB5,GUCY1A1,MAPK3,MRAS,NFKB1,PIK3CA,PRKAG1	
PAK Signaling	-0E00	2.5298221281347035	3.10E-01	DSCAM,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,MYL1,MYL9,PAK1,PDGFRB,PIK3CA,RAC1	
PCP (Planar Cell Polarity) Pathway	-0E00		1.58E-01	LGR4,RAC1,WNT9A	
PD-1, PD-L1 cancer immunotherapy pathway	-0E00	-2.4494897427831783	3.04E-01	CSK,CSNK2B,LATS1,PDCD4,PIK3CA,STAT5A,YAP1	
PDGF Signaling	-0E00	1.889822365046136	2.26E-01	CSNK2B,INPP5F,MAPK3,MRAS,OCRL,PDGFRB,PIK3CA	
PEDF Signaling	-0E00	0.8164965809277261	2.22E-01	MAPK3,MRAS,NFKB1,PIK3CA,RAC1,SOD2	
PFKFB4 Signaling Pathway	-0E00	0.0	2.00E-01	HK1,MAPK3,PFKFB4,PRKAG1	
PI3K Signaling in B Lymphocytes	-0E00	1.9414506867883021	3.17E-01	ATF6B,BLK,CALM1 (includes others),CAMK2D,ITPR1,LYN,MAPK3,MRAS,NFKB1,PDPK1,PIK3CA,PPP3CA,RAC1	
PI3K/AKT Signaling	-0E00	2.3094010767585034	2.86E-01	CCND1,GYS2,INPP5F,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,NFKB1,OCRL,PDPK1,PIK3CA,PPP2R3A,PPP2R5E,YWHAB	
PKCθ Signaling in T Lymphocytes	-0E00	0.3333333333333333	3.11E-01	CACNA1A,CACNA1B,CACNA2D1,CACNB2,CAMK2D,ITPR1,MAP3K10,MAPK3,MRAS,NFKB1,PIK3CA,PPP3CA,RAC1,RAC2	
PPAR Signaling	-0E00	-1.1338934190276817	3.33E-01	EP300,MAPK3,MRAS,NFKB1,NR2F1,PDGFRB,RXRA,STAT5A	
PPARα/RXRα Activation	-0E00	0.7745966692414834	2.67E-01	ACADL,ACOX1,ADCY1,ADCY6,ADCY9,CAND1,CLOCK,EP300,GOT2,GUCY1A1,MAPK3,MED23,MED24,MRAS,NFKB1,NR2F1,PRKAG1,RXRA,TGFBR1,TGS1	
Pancreatic Adenocarcinoma Signaling	-0E00	1.414213562373095	3.59E-01	CCND1,CCNE1,E2F2,EGFR,HDAC2,HDAC7,MAPK3,NFKB1,NOTCH1,PIK3CA,PLD1,RAC1,RAD51,TGFBR1	
Parkinson's Signaling	-0E00		3.33E-01	PRKN	
Paxillin Signaling	-0E00	3.0	2.73E-01	ACTG1,ARF1,CSK,ITGA7,ITGAV,ITGB1,ITGB2,MRAS,PAK1,PIK3CA,RAC1,VCL	
Phagosome Formation	-0E00	1.2602520756252087	3.07E-01	ACTR2,ADGRD1,ADGRL1,AP1S1,ARPC1B,ARPC2,ARPC3,ARPC4,AVPR1A,CALCRL,CCKAR,CLIP1,FSHR,GABBR2,GPR84,GRM4,GRM6,HTR1A,ITGA7,ITGAV,ITGB1,ITGB2,ITPR1,LGR4,LGR5,LHCGR,LYN,MAPK3,MRAS,MRC2,MYH10,MYH11,MYH4,MYL1,MYL9,MYO1H,NPY2R,NPY5R,OCRL,PAK1,PIK3CA,PLAAT4,PLD1,PRDX6,PTGER4,RAC1,RAC2,RXFP1,RXFP2,TACR2,TTN	
Phosphatidylethanolamine Biosynthesis II	-0E00		2.00E-01	CEPT1	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	-0E00		7.69E-02	TAMM41	
Phospholipase C Signaling	-0E00	1.8073922282301278	3.46E-01	ADCY1,ADCY6,ADCY9,ARHGEF1,CALM1 (includes others),Cdc42,EP300,GNB5,GUCY1A1,HDAC2,HDAC7,ITGA7,ITGAV,ITGB1,ITGB2,ITPR1,LYN,MAPK3,MRAS,MYL1,MYL9,NFKB1,PLD1,PPP3CA,RAC1,RAC2,RHOC	
Phospholipases	-0E00		2.35E-01	PLA2G15,PLAAT4,PLD1,PRDX6	
Phototransduction Pathway	-0E00		2.63E-01	GNB5,GUCY1A1,GUCY2F,NPR1,PRKAG1	
Polyamine Regulation in Colon Cancer	-0E00	0.8164965809277261	2.86E-01	CSNK2B,MAPK3,ODC1,SMOX,SMS,SRM	
Pregnenolone Biosynthesis	-0E00		1.67E-01	CYP27A1	
Primary Immunodeficiency Signaling	-0E00		2.00E-01	ADA	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	-0E00	0.8320502943378437	2.81E-01	APOD,CAT,Cdc42,IRF8,MAP3K10,MAPK3,NFKB1,NOS2,PIK3CA,PPP1CA,PPP1CC,PPP2R3A,PPP2R5E,RAC1,RAC2,RHOC	
Prolactin Signaling	-0E00	2.4494897427831783	2.33E-01	EP300,MAPK3,MRAS,PDPK1,PIK3CA,SOCS7,STAT5A	
Prostate Cancer Signaling	-0E00		2.75E-01	CCND1,CCNE1,E2F2,HDAC2,HDAC7,MAPK3,MRAS,NFKB1,PDPK1,PIK3CA,SRD5A1	
Protein Kinase A Signaling	-0E00	0.1643989873053573	3.07E-01	ADCY1,ADCY6,ADCY9,AKAP1,APEX1,CALM1 (includes others),CAMK2D,CDC16,FLNA,GDPD1,GNB5,GUCY1A1,GYS2,ITPR1,MAPK3,MYH10,MYH4,MYL1,MYL9,NFKB1,PDE12,PDE3A,PDE4A,PDE4D,PDE7A,PDE9A,PPP1CA,PPP1CC,PPP3CA,PRKAG1,PTCH1,PTCH2,PTPN1,PTPN21,PTPN23,PTPRA,Ptprd,PTPRD,PTPRE,PTPRF,PTPRG,PTPRJ,PTPRN,PTPRS,TGFBR1,TTN,YWHAB	
Pulmonary Fibrosis Idiopathic Signaling Pathway	-0E00	1.4605934866804429	3.13E-01	ACTG1,CCND1,COL11A2,COL12A1,COL2A1,COL4A1,COL5A1,COL6A2,COL7A1,EGFR,EP300,EZH2,FGFR1,FGFR3,FGFRL1,FOXO6,ITGAV,ITGB1,LATS1,MAPK3,MRAS,NFKB1,NOTCH1,PDGFRB,PIK3CA,PRKN,RBBP7,TGFBR1,WNT9A,WWTR1,YAP1	
Pulmonary Healing Signaling Pathway	-0E00	0.8944271909999159	3.28E-01	BLK,CCND1,CHRNA7,EGFR,EP300,FGFR1,FRK,LYN,MAPK3,MRAS,NFKB1,NOTCH1,PRKAG1,RAC1,SMAD1,SMAD9,STAT5A,WNT9A,WWTR1,YAP1	
Purine Nucleotides Degradation II (Aerobic)	-0E00		3.00E-01	ADA,ADA2,ADARB2	
Pyridoxal 5'-phosphate Salvage Pathway	-0E00	1.889822365046136	2.50E-01	CDK1,CDK7,CDK8,MAK,MAPK3,PAK1,SGK1	
RAC Signaling	-0E00	2.840187787218772	3.62E-01	ACTR2,ANK1,ARPC1B,ARPC2,ARPC3,ARPC4,IQGAP1,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,NFKB1,PAK1,PARD3,PIK3CA,PLD1,RAC1,RAC2,TIAM1	
RAN Signaling	-0E00		2.00E-01	CSE1L,RAN	
RANK Signaling in Osteoclasts	-0E00	0.0	2.22E-01	CALM1 (includes others),MAP3K10,MAPK3,NFKB1,PIK3CA,PPP3CA	
RHOA Signaling	-0E00	2.32379000772445	3.57E-01	ACTG1,ACTR2,ARHGEF1,ARPC1B,ARPC2,ARPC3,ARPC4,EZR,MYL1,MYL9,PLD1,RAPGEF2,RDX,SEPTIN12,TTN	
Reelin Signaling in Neurons	-0E00	0.8944271909999159	3.55E-01	ACTR2,AFDN,ARHGEF1,ARHGEF10L,ARHGEF25,ARPC1B,ARPC2,ARPC3,ARPC4,BLK,CAMK2D,FRK,GRIN2D,GRIN3A,ITGB1,LYN,MAP3K10,MAPK3,NDEL1,PIK3CA,RAC1,VLDLR	
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	-0E00	-0.5345224838248488	2.96E-01	EGFR,FGF20,FGFR1,FGFR3,FGFRL1,LATS1,MAPK3,MRAS,NFKB1,PDGFRB,PIK3CA,RAC1,SHC2,TGFBR1,WWTR1,YAP1	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	-0E00	-0.3779644730092272	2.26E-01	BRCA1,NFKB1,NOTCH1,PTCH1,PTCH2,SUFU,WNT9A	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	1.1338934190276817	2.41E-01	CALM1 (includes others),MAPK3,MRAS,NFKB1,PPP3CA,RAC1,TGFBR1	
Regulation of eIF4 and p70S6K Signaling	-0E00	2.6457513110645903	3.12E-01	EIF2A,EIF3B,EIF3D,EIF4A3,EIF4G1,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,PDPK1,PIK3CA,PPP2R3A,PPP2R5E,RPS12,RPS13,RPS15A,RPS17,RPS2,RPS3,RPS4X,RPS5,RPS6,RPS9	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00		2.00E-01	EGFR,FGF20,FGFR1,FGFR3,FGFRL1,MAPK3,MRAS,NFKB1,NOTCH1,PDGFRB,PIK3CA,TGFBR1,WNT9A	
