Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Inhibition of Angiogenesis by TSP1	2.56E-01		4.44E-01	"GUCY1B1,HSPG2,MAPK14,TGFBR1"
Intrinsic Prothrombin Activation Pathway	2.56E-01	1	4.44E-01	"COL2A1,F5,KLKB1,SERPINC1"
Iron homeostasis signaling pathway	2.59E-01		4.15E-01	"ACO2,ATP6AP2,ATP6V0D1,ATP6V1A,ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1F,ATP6V1G2,ATP6V1H,CIAO2A,CYBRD1,EGFR,FBXL5,ISCU,LRP1,NFS1,NUBP1,SKP1,SLC11A2,TFR2,TMPRSS6"
Adenine and Adenosine Salvage III	2.60E-01		5.00E-01	"ADA2,ADARB2"
Citrulline Biosynthesis	2.60E-01		5.00E-01	"ALDH18A1,ARG2"
Citrulline-Nitric Oxide Cycle	2.60E-01		5.00E-01	"ASL,NOS2"
Extrinsic Prothrombin Activation Pathway	2.60E-01		5.00E-01	"F5,SERPINC1"
Granzyme A Signaling	2.60E-01		5.00E-01	"APEX1,NME1"
Methylmalonyl Pathway	2.60E-01		5.00E-01	"MCEE,PCCA"
Phosphatidylcholine Biosynthesis I	2.60E-01		5.00E-01	"CEPT1,PHKA1"
Sphingomyelin Metabolism	2.60E-01		5.00E-01	"SMPD1,SMPD2"
Netrin Signaling	2.62E-01	1.732050808	4.19E-01	"ABLIM3,CACNA1A,CACNA1B,CACNA1D,CACNA1G,DCC,ITPR1,NCK1,NTN1,PRKAR1A,PRKG1,UNC5B,UNC5C"
Thrombin Signaling	2.70E-01	-1	4.16E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,ARHGEF11,ARHGEF25,CAMK2D,Cdc42,EGFR,GATA2,GATA4,GNA11,GNAS,GUCY1B1,ITPR1,MAP2K1,MAPK14,MRAS,MYL1,MYL9,PDPK1,PIK3C2B,PLCD3,PLCG1,PLCZ1,PRKCE,RASD2,RHOC,RHOT1,SOS1,TBP"
Polyamine Regulation in Colon Cancer	2.74E-01	-0.333333333	4.29E-01	"BRAF,CSNK2B,MAP2K1,MAP2K6,MLST8,ODC1,SMOX,SMS,STIM1"
Toll-like Receptor Signaling	2.83E-01	0	4.38E-01	"CHUK,IRAK4,MAP2K6,MAPK14,RPS27A,TAB1,UBA52"
Dopamine Degradation	2.94E-01	-1.341640786	4.55E-01	"ALDH2,ALDH3A2,ALDH4A1,SMOX,SULT1B1"
G Beta Gamma Signaling	2.94E-01	-0.25819889	4.25E-01	"ADCY1,CACNA1A,CACNA1B,CACNA1D,CACNA1G,EGFR,GNA11,GNAS,ITPR1,MRAS,PAK1,PDPK1,PLCG1,PRKAR1A,PRKCE,RASD2,SOS1"
Gustation Pathway	2.98E-01	2.400396793	4.23E-01	"ABCC9,ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CACNA1A,CACNA1B,CACNA1D,CACNA1G,GABRA6,GABRB2,GABRR2,GUCY1B1,HTR1A,ITPR1,KCNH2,KCNN2,ORAI2,PRKAR1A,SCN5A,STIM1"
Ephrin B Signaling	3.00E-01	0.632455532	4.35E-01	"AXIN1,EPHB1,GNA11,GNAS,ITSN2,LIMK1,MRAS,PAK1,PXN,VAV1"
Dermatan Sulfate Biosynthesis (Late Stages)	3.12E-01	0	4.44E-01	"CHST10,CHST13,CHST4,HS2ST1,NDST1,SULT1B1,SULT1E1,SULT2B1"
Maturity Onset Diabetes of Young (MODY) Signaling	3.12E-01		4.44E-01	"ABCC9,BLK,CACNA1A,CACNA1B,CACNA1D,CEL,GAPDH,OGDH"
NUR77 Signaling in T Lymphocytes	3.12E-01	-0.707106781	4.44E-01	"CALM1 (includes others),HDAC2,HDAC7,MAP2K1,PCNA,PDK1,PRKCE,SIN3B"
FGF Signaling	3.12E-01	2.496150883	4.33E-01	"CRKL,FGF20,FGF6,FGFR1,FGFRL1,ITPR1,MAP2K1,MAP2K6,MAPK14,PIK3C2B,PLCG1,PTPN11,SOS1"
Histamine Degradation	3.13E-01		5.00E-01	"ALDH2,ALDH3A2,ALDH4A1"
Tumoricidal Function of Hepatic Natural Killer Cells	3.13E-01		5.00E-01	"AIFM1,CASP7,ENDOG"
GP6 Signaling Pathway	3.13E-01	-2.323790008	4.29E-01	"CALM1 (includes others),COL15A1,COL2A1,COL4A1,COL5A1,ITGA2B,ITPR1,LAMA4,LAMB2,LAMC1,LAMC3,NCK1,PDPK1,PIK3C2B,PLCG1,PRKCE,TLN1,VAV1"
RHOA Signaling	3.13E-01	-1.697749375	4.29E-01	"ACTC1,ACTG1,ARHGAP35,ARHGAP6,ARHGEF11,ARPC1B,ARPC3,ARPC4,CIT,LIMK1,MYL1,MYL9,PI4KA,PLD1,PLEKHG5,PLXNA1,SEPTIN12,SEPTIN7"
Systemic Lupus Erythematosus Signaling	3.23E-01		4.29E-01	"CD22,MRAS,PIK3C2B,PLCG1,PPIH,PRPF38B,PRPF39,PRPF40A,PRPF6,RASD2,RNPC3,SNRNP200,SNRNP25,SNRNP40,SNRNP70,SNRPA1,SNRPD1,SNRPD2,SNRPN,SOS1,ZMAT5"
Apelin Adipocyte Signaling Pathway	3.23E-01	-0.774596669	4.32E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CAT,GNA11,GPX1,GPX2,GPX4,GUCY1B1,MAPK14,MGST3,PRDX6,PRKAB2,PRKAR1A"
IL-1 Signaling	3.23E-01	-1.414213562	4.32E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CHUK,ELP1,GNA11,GNAS,GUCY1B1,IRAK4,MAP2K6,MAPK14,MRAS,PRKAR1A,TAB1"
Colorectal Cancer Metastasis Signaling	3.23E-01	0	4.24E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,AXIN1,BRAF,CCND1,Cdc42,DCC,EGFR,FZD8,GNA11,GNAS,GRK3,GUCY1B1,LRP1,LRP5,LRP6,MAP2K1,MLH1,MMP17,MMP2,MRAS,MSH2,MSH6,NOS2,PIK3C2B,PRKAR1A,RASD2,RHOC,RHOT1,SMO,SOS1,TGFBR1,WNT4"
NRF2-mediated Oxidative Stress Response	3.23E-01	-1.147078669	4.23E-01	"ABCC1,ABCC2,ACTC1,ACTG1,CAT,CBR1,CCT7,CLPP,Cyp2b13/Cyp2b9,Cyp2j9,Cyp3a25 (includes others),DNAJA2,DNAJB12,DNAJB9,DNAJC19,EIF2AK3,EPHX1,GPX2,GSTM3,GSTM4,GSTM5,Gstm6,GSTO1,HSP90AA1,HSP90AB1,MAFK,MAP2K1,MAP2K6,MAPK14,MGST3,MRAS,PIK3C2B,PPIB,PRKCE,RASD2,RBX1,SOD2,STIP1,UBE2E3,UBE2K,VCP"
SPINK1 Pancreatic Cancer Pathway	3.29E-01	-2.449489743	4.62E-01	"CELA1,CELA2B,CTRB2,KLKB1,TGFBR1,TMPRSS15"
Heparan Sulfate Biosynthesis	3.34E-01	0.277350098	4.38E-01	"AARS1,ALDH2,B3GAT3,CHST10,CHST13,CHST4,GLCE,HS2ST1,NDST1,PPME1,PRDX6,SULT1B1,SULT1E1,SULT2B1"
Serotonin Degradation	3.39E-01	-1	4.50E-01	"ADH5,ALDH2,ALDH3A2,ALDH4A1,B3GAT3,B4GAT1,CSGALNACT1,SMOX,SULT1B1"
UVC-Induced MAPK Signaling	3.39E-01	-0.707106781	4.50E-01	"BRAF,EGFR,MAP2K1,MAPK14,MRAS,PRKCE,RASD2,SMPD1,SMPD2"
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	3.43E-01	-1.290994449	4.36E-01	"ATP6AP2,ATP6V0D1,ATP6V1A,ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1F,ATP6V1G2,ATP6V1H,BRAF,MAP2K1,MAP2K6,MAPK14,MRAS,PLAAT4,PRDX6,RASD2"
Actin Nucleation by ARP-WASP Complex	3.56E-01	-1	4.41E-01	"ARPC1B,ARPC3,ARPC4,Cdc42,ITGA2B,ITGA8,ITGAV,ITGB1,MRAS,NCK1,RASD2,RHOC,RHOT1,SOS1,WAS"
Antiproliferative Role of TOB in T Cell Signaling	3.56E-01	2	5.00E-01	"CCNA2,CCNE1,SKP1,TGFBR1"
Superpathway of Citrulline Metabolism	3.56E-01	-1	5.00E-01	"ALDH18A1,ARG2,ASL,NOS2"
"Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism"	3.56E-01	-1	5.00E-01	"BPNT1,IMPA1,INPP5F,OCRL"
"Tryptophan Degradation X (Mammalian, via Tryptamine)"	3.56E-01	-1	5.00E-01	"ALDH2,ALDH3A2,ALDH4A1,SMOX"
Ubiquinol-10 Biosynthesis (Eukaryotic)	3.56E-01		5.00E-01	"BCKDHA,COQ2,Cyp2b13/Cyp2b9,ECHDC1"
Pyrimidine Ribonucleotides De Novo Biosynthesis	3.60E-01	-0.447213595	4.67E-01	"AK1,CANT1,D1Pas1,DHODH,DHX9,NME1,NUDT18"
Superpathway of Methionine Degradation	3.66E-01	-1.264911064	4.55E-01	"AHCYL2,CTH,DLD,EHMT1,GOT2,MCEE,MTR,PCCA,PRMT1,PRMT5"
Spliceosomal Cycle	3.72E-01	-1.941450687	4.48E-01	"BCAS2,CTNNBL1,DHX38,DHX8,EIF4A3,GPKOW,HSPA8,PLRG1,RBM8A,SF3A1,SF3A2,SF3B3,SNRNP200"
Insulin Secretion Signaling Pathway	3.80E-01	0	4.29E-01	"ABCC9,ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,AGO1,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CAMK2D,CCKAR,DLAT,DLD,EIF2A,EIF2AK3,EIF2B2,EIF4A1,EIF4A3,FURIN,GNA11,GNAS,GUCY1B1,ITPR1,MAPK14,NALCN,NAPA,NAPG,NSF,PCSK2,PDHA1,PDHB,PDHX,PIK3C2B,PLCD3,PLCG1,PLCZ1,PRKAR1A,PRKCE,RPS6KB2,SEC61G,SPCS3,SRP14,SRP68,SRP72,SSR1,SSR2"
4-hydroxyproline Degradation I	3.82E-01		1.00E+00	ALDH4A1
Acetyl-CoA Biosynthesis III (from Citrate)	3.82E-01		1.00E+00	ACLY
Alanine Biosynthesis II	3.82E-01		1.00E+00	GPT
Alanine Biosynthesis III	3.82E-01		1.00E+00	NFS1
Alanine Degradation III	3.82E-01		1.00E+00	GPT
Anandamide Degradation	3.82E-01		1.00E+00	FAAH2
Ascorbate Recycling (Cytosolic)	3.82E-01		1.00E+00	GSTO1
Aspartate Biosynthesis	3.82E-01		1.00E+00	GOT2
Ceramide Degradation	3.82E-01		1.00E+00	ASAH2
Creatine-phosphate Biosynthesis	3.82E-01		1.00E+00	CKM
D-mannose Degradation	3.82E-01		1.00E+00	MPI
"Fatty Acid β-oxidation III (Unsaturated, Odd Number)"	3.82E-01		1.00E+00	ECI2
Glutamate Biosynthesis II	3.82E-01		1.00E+00	GLUD1
Glutamate Degradation II	3.82E-01		1.00E+00	GOT2
Glutamate Degradation X	3.82E-01		1.00E+00	GLUD1
Glutamate Dependent Acid Resistance	3.82E-01		1.00E+00	GAD1
Glutamate Removal from Folates	3.82E-01		1.00E+00	GGH
Glutamine Biosynthesis I	3.82E-01		1.00E+00	GLUL
Glycine Biosynthesis III	3.82E-01		1.00E+00	AGXT2
Interferon Signaling	3.82E-01		1.00E+00	MED14
L-cysteine Degradation II	3.82E-01		1.00E+00	CTH
Lactose Degradation III	3.82E-01		1.00E+00	GLB1
Melatonin Degradation II	3.82E-01		1.00E+00	SMOX
Methylglyoxal Degradation I	3.82E-01		1.00E+00	HAGH
NADH Repair	3.82E-01		1.00E+00	GAPDH
Phosphatidylethanolamine Biosynthesis III	3.82E-01		1.00E+00	PTDSS2
Proline Biosynthesis II (from Arginine)	3.82E-01		1.00E+00	PYCR1
Putrescine Biosynthesis III	3.82E-01		1.00E+00	ODC1
Pyruvate Fermentation to Lactate	3.82E-01		1.00E+00	LDHB
Rapoport-Luebering Glycolytic Shunt	3.82E-01		1.00E+00	PGAM2
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	3.82E-01		1.00E+00	FDPS
Spermine Biosynthesis	3.82E-01		1.00E+00	SMS
Sphingosine and Sphingosine-1-phosphate Metabolism	3.82E-01		1.00E+00	ASAH2
Tetrahydrobiopterin Biosynthesis I	3.82E-01		1.00E+00	PTS
Tetrahydrobiopterin Biosynthesis II	3.82E-01		1.00E+00	PTS
"Trans, trans-farnesyl Diphosphate Biosynthesis"	3.82E-01		1.00E+00	FDPS
Zymosterol Biosynthesis	3.82E-01		1.00E+00	LBR
Neuregulin Signaling	3.82E-01	-0.301511345	4.42E-01	"CRKL,EGFR,HSP90AA1,HSP90AB1,ITGA2B,ITGA8,ITGAV,ITGB1,MAP2K1,MRAS,PDPK1,PLCG1,PRKCE,PSEN1,PTPN11,RASD2,RPS6,RPS6KB2,SOS1"
Sphingosine-1-phosphate Signaling	3.82E-01	0	4.42E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,ASAH2,CASP2,CASP7,CASQ1,Cdc42,GUCY1B1,PIK3C2B,PLCD3,PLCG1,PLCZ1,RHOC,RHOT1,SMPD1,SMPD2"
Phospholipases	3.90E-01	0	4.71E-01	"PLA2G15,PLAAT4,PLCD3,PLCG1,PLCZ1,PLD1,PLD2,PRDX6"
Chondroitin Sulfate Biosynthesis	3.91E-01	-0.301511345	4.58E-01	"B3GAT3,CHST10,CHST13,CHST4,CHST9,CSGALNACT1,HS2ST1,NDST1,SULT1B1,SULT1E1,SULT2B1"
Noradrenaline and Adrenaline Degradation	3.94E-01	-1.341640786	5.00E-01	"ADH5,ALDH2,ALDH3A2,ALDH4A1,SMOX"
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.98E-01	-0.242535625	4.47E-01	"ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,MYO5A,NCK1,PAK1,PLCG1,PLD1,PLD2,PRKCE,PXN,RPS6KB2,TLN1,VAV1,WAS"
Regulation of Actin-based Motility by Rho	3.98E-01	-0.832050294	4.47E-01	"ACTC1,ARPC1B,ARPC3,ARPC4,Cdc42,ITGA2B,ITGA8,ITGAV,ITGB1,LIMK1,MYL1,MYL9,PAK1,PI4KA,RHOC,RHOT1,WAS"
BAG2 Signaling Pathway	4.02E-01	-1.133893419	4.44E-01	"CHRNA7,HSP90AA1,HSPA8,MAPK14,PRKN,PSMA1,PSMA2,PSMA4,PSMA5,PSMA6,PSMB10,PSMC2,PSMC3,PSMC4,PSMC5,PSMD1,PSMD3,PSMD4,PSME3,PSME4"
CDC42 Signaling	4.02E-01	0.277350098	4.44E-01	"ARPC1B,ARPC3,ARPC4,CLIP1,DIAPH1,EXOC3,EXOC8,ITGA2B,ITGA8,ITGAV,ITGB1,LIMK1,MAPK14,MYL1,MYL9,PAK1,PARD3,RASA1,VAV1,WAS"
IL-10 Signaling	4.27E-01		5.00E-01	"ARG2,CHUK,ELP1,MAP2K6,MAPK14,TAB1"
Pyrimidine Ribonucleotides Interconversion	4.27E-01	-0.447213595	5.00E-01	"AK1,CANT1,D1Pas1,DHX9,NME1,NUDT18"
5-aminoimidazole Ribonucleotide Biosynthesis I	4.28E-01		6.67E-01	"PFAS,PPAT"
Arginine Biosynthesis IV	4.28E-01		6.67E-01	"ASL,GLUD1"
Branched-chain α-keto acid Dehydrogenase Complex	4.28E-01		6.67E-01	"BCKDHA,DLD"
Cholesterol Biosynthesis I	4.28E-01		6.67E-01	"DHCR24,LBR"
"Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)"	4.28E-01		6.67E-01	"DHCR24,LBR"
Cholesterol Biosynthesis III (via Desmosterol)	4.28E-01		6.67E-01	"DHCR24,LBR"
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	4.28E-01		6.67E-01	"CASP7,CYC1"
Galactose Degradation I (Leloir Pathway)	4.28E-01		6.67E-01	"GALK1,GALM"
N-acetylglucosamine Degradation II	4.28E-01		6.67E-01	"GNPDA2,NAGK"
Parkinson's Signaling	4.28E-01		6.67E-01	"MAPK14,PRKN"
Pentose Phosphate Pathway (Non-oxidative Branch)	4.28E-01		6.67E-01	"RPIA,TKTL2"
Pentose Phosphate Pathway (Oxidative Branch)	4.28E-01		6.67E-01	"PGD,PGLS"
Salvage Pathways of Pyrimidine Deoxyribonucleotides	4.28E-01		6.67E-01	"TK1,TK2"
Superoxide Radicals Degradation	4.28E-01		6.67E-01	"CAT,SOD2"
UDP-N-acetyl-D-glucosamine Biosynthesis II	4.28E-01		6.67E-01	"PGM3,UAP1"
Urea Cycle	4.28E-01		6.67E-01	"ARG2,ASL"
Endothelin-1 Signaling	4.30E-01	0.39223227	4.41E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,BRAF,CASP2,CASP7,CASQ1,ECE2,GNA11,GNAS,GUCY1B1,GUCY2C,ITPR1,MAPK14,MRAS,NOS2,NPR2,PIK3C2B,PLAAT4,PLCD3,PLCG1,PLCZ1,PLD1,PLD2,PRDX6,PRKCE,RASD2,SOS1"
Circadian Rhythm Signaling	4.37E-01		4.35E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,BLK,BRAF,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CAMK2D,CLOCK,CSNK1D,CSNK1E,CTH,FRK,GAD1,GNA11,GNAS,GRIA2,GRIN2C,GRIN2D,GUCY1B1,GUCY2C,Gucy2d,HLF,ITPR1,MAP2K1,MAP2K6,MKNK2,MLST8,MRAS,NPR2,NR1D1,PLCD3,PLCG1,PLCZ1,PRKAB2,PRKAR1A,PRKCE,PRKG1,RACK1,RASD2,RORA,SIRT1,SLC39A7"
Agrin Interactions at Neuromuscular Junction	4.40E-01	-1	4.64E-01	"ACTC1,ACTG1,AGRN,CTTN,DAG1,EGFR,ITGB1,LAMC1,MRAS,PAK1,PXN,RASD2,UTRN"
Heparan Sulfate Biosynthesis (Late Stages)	4.40E-01	0	4.64E-01	"AARS1,ALDH2,CHST10,CHST13,CHST4,GLCE,HS2ST1,NDST1,PPME1,PRDX6,SULT1B1,SULT1E1,SULT2B1"
tRNA Charging	4.40E-01	-3.050851079	4.64E-01	"AARS1,FARSB,GARS1,HARS1,IARS1,IARS2,KARS1,NARS2,PARS2,RARS1,RARS2,VARS1,WARS1"
Endocannabinoid Cancer Inhibition Pathway	4.42E-01	0.816496581	4.46E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CASP2,CASP7,CASQ1,CCND1,CCNE1,EIF2A,GUCY1B1,MAP2K1,MAP2K6,MAPK14,MLST8,MMP2,NOS2,NSMAF,PIK3C2B,PRKAB2,PRKAR1A,SMPD1,SMPD2,TRIB3"
Induction of Apoptosis by HIV1	4.57E-01	0.816496581	5.00E-01	"CHUK,CYC1,DAXX,ELP1,SLC25A10,SLC25A3,SLC25A5"
RHOGDI Signaling	4.61E-01	1.605910137	4.46E-01	"ACTC1,ACTG1,ARHGAP35,ARHGAP6,ARHGEF11,ARPC1B,ARPC3,ARPC4,Cdc42,CDH11,GNA11,GNAS,ITGA2B,ITGA8,ITGAV,ITGB1,LIMK1,MRAS,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,PAK1,PI4KA,RHOC,RHOT1"
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	4.63E-01	-0.277350098	4.67E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CCKAR,GNA11,GNAS,GUCY1B1,ITPR1,PLCD3,PLCG1,PLCZ1,PRKAR1A"
2-oxobutanoate Degradation I	4.65E-01		6.00E-01	"DLD,MCEE,PCCA"
Airway Pathology in Chronic Obstructive Pulmonary Disease	4.65E-01		6.00E-01	"FGF20,FGF6,MMP2"
Glycine Cleavage Complex	4.65E-01		6.00E-01	"DLD,GCSH,GLDC"
Leucine Degradation I	4.65E-01		6.00E-01	"IVD,MCCC1,MCCC2"
Purine Ribonucleosides Degradation to Ribose-1-phosphate	4.65E-01		6.00E-01	"ADA2,ADARB2,PGM2"
Actin Cytoskeleton Signaling	4.67E-01	-1.889822365	4.42E-01	"ABI2,ACTC1,ACTG1,ARHGAP35,ARPC1B,ARPC3,ARPC4,CRKL,CYFIP2,DIAPH1,FGF20,FGF6,FLNA,ITGA2B,ITGA8,ITGAV,ITGB1,LIMK1,MAP2K1,MRAS,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H,PAK1,PIK3C2B,PXN,RASD2,SOS1,TIAM1,TLN1,VAV1,WAS"
Huntington's Disease Signaling	4.70E-01	0	4.37E-01	"ARFIP2,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,CACNA1B,CAPN2,CAPN7,CASP2,CASP7,CASQ1,CLTC,CTSD,DCTN1,DNM1,DNM1L,EGFR,GNA11,GRM1,HDAC2,HDAC7,HSPA8,ITPR1,NAPA,NAPG,NSF,PDPK1,PIK3C2B,POLR2A,POLR2B,POLR2C,POLR2E,POLR2I,PRKCE,PSMA1,PSMA2,PSMA4,PSMA5,PSMA6,PSMB10,PSMC2,PSMC3,PSMC4,PSMC5,PSMD1,PSMD3,PSMD4,PSME3,PSME4,RASA1,RPS27A,SDHB,SOS1,TBP,UBA52"
Synaptogenesis Signaling Pathway	4.73E-01	1.905158689	4.36E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,AP2A1,AP2M1,ARPC1B,ARPC3,ARPC4,BRAF,CACNA1B,CALM1 (includes others),CAMK2D,CDH11,CNTNAP2,CRKL,EPHB1,GRIA2,GRIN2C,GRIN2D,GRM1,GRM4,GRM6,GUCY1B1,HSPA8,ITPR1,ITSN2,LIMK1,LRP1,MAPK14,MRAS,NAPA,NAPG,NLGN1,NLGN2,NLGN4Y,NRXN1,NSF,PAFAH1B1,PAK1,PIK3C2B,PLCG1,PRKAR1A,PRKCE,RAB5A,RASD2,RASGRF1,RPS6KB2,SOS1,STXBP5,SYT14,SYT15,THBS3,TIAM1,TLN1,UNC13A,WAS"
Tight Junction Signaling	4.78E-01		4.50E-01	"ACTC1,ACTG1,CPSF1,CPSF3,CSTF1,MPDZ,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H,NAPA,NAPG,NSF,NUDT21,PATJ,PPP2CA,PRKAR1A,PTPA,SPTAN1,TGFBR1,TIAM1,YBX3"
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	4.81E-01	0.727606875	4.62E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CACNA1A,CACNA1B,CACNA1D,CACNA1G,GNA11,GNAS,GUCY1B1,ITPR1,PLCD3,PLCG1,PLCZ1,PRKAR1A,PRKCE"
Necroptosis Signaling Pathway	4.81E-01	-0.471404521	4.62E-01	"CAMK2D,CAPN2,CAPN7,CHUK,CYLD,DAPK1,DNM1L,GLUD1,GLUL,PGAM5,SLC25A10,SLC25A3,SLC25A5,TAB1,TIMM10,TOMM40,TSPO,VDAC2"
Calcium-induced T Lymphocyte Apoptosis	4.86E-01	0.377964473	5.00E-01	"ATP2A1,CALM1 (includes others),CAPN2,HDAC2,ITPR1,PLCG1,PRKCE,ZAP70"
Hypoxia Signaling in the Cardiovascular System	4.86E-01		4.69E-01	"COPS5,CSNK1D,HSP90AA1,HSP90AB1,P4HB,UBE2D2,UBE2E3,UBE2G2,UBE2H,UBE2I,UBE2J2,UBE2K,UBE2Q2,UBE2R2,UBE2W"
CCR5 Signaling in Macrophages	4.95E-01	-0.816496581	4.80E-01	"CACNA1A,CACNA1B,CACNA1D,CACNA1G,CALM1 (includes others),GNA11,GNAS,ITPR1,MAPK14,MRAS,PLCG1,PRKCE"
Heme Biosynthesis II	4.97E-01	0	5.71E-01	"ALAD,ALAS1,CPOX,UROS"
Inhibition of Matrix Metalloproteases	4.97E-01		5.71E-01	"HSPG2,LRP1,MMP17,MMP2"
Ketolysis	4.97E-01		5.71E-01	"ACAA2,BDH1,HADHA,HADHB"
Lipid Antigen Presentation by CD1	4.97E-01		5.71E-01	"AP2A1,AP2M1,CANX,PSAP"
Mevalonate Pathway I	4.97E-01		5.71E-01	"ACAA2,HADHA,HADHB,HMGCS1"
Putrescine Degradation III	4.97E-01	-1	5.71E-01	"ALDH2,ALDH3A2,ALDH4A1,SMOX"
Protein Ubiquitination Pathway	5.09E-01		4.39E-01	"ANAPC1,CRYAB,DNAJB12,DNAJB9,DNAJC19,FBXW7,HSP90AA1,HSP90AB1,HSPA8,HSPD1,PAN2,PRKN,PSMA1,PSMA2,PSMA4,PSMA5,PSMA6,PSMB10,PSMC2,PSMC3,PSMC4,PSMC5,PSMD1,PSMD3,PSMD4,RBX1,RPS27A,SACS,SKP1,SMO,SMURF2,THOP1,TRAP1,UBA1,UBA52,UBE2D2,UBE2E3,UBE2G2,UBE2H,UBE2I,UBE2J2,UBE2K,UBE2Q2,UBE2R2,UBE2W,UBE4A,UCHL3,UCHL5,USO1,USP10,USP21,USP24,USP30,USP39,USP5,USP54,USP7,USP9X"
Phagosome Maturation	5.13E-01		4.53E-01	"ATP6AP2,ATP6V0D1,ATP6V1A,ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1F,ATP6V1G2,ATP6V1H,CANX,CTSC,CTSD,CTSF,DYNC1H1,DYNC1I1,DYNLRB1,NAPA,NAPG,NSF,PRDX6,RAB5A,TPO,TUBA1A,TUBA1B,TUBA3E,TUBB2A,TUBB2B,TUBB4A,TUBG1"
Aryl Hydrocarbon Receptor Signaling	5.18E-01	-1.264911064	4.60E-01	"ALDH18A1,ALDH2,ALDH3A2,ALDH4A1,ALDH5A1,ALDH6A1,CCNA2,CCND1,CCNE1,CHEK1,CTSD,Cyp3a25 (includes others),GSTM3,GSTM4,GSTM5,Gstm6,GSTO1,HSP90AA1,HSP90AB1,MCM7,MGST3,NFIC,SMARCA4"
Glutathione Redox Reactions I	5.26E-01	-1.341640786	5.56E-01	"GPX1,GPX2,GPX4,MGST3,PRDX6"
Hepatic Fibrosis / Hepatic Stellate Cell Activation	5.30E-01		4.72E-01	"COL15A1,COL2A1,COL4A1,COL5A1,EGFR,FGFR1,MMP2,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H,TGFBR1"
Regulation of Cellular Mechanics by Calpain Protease	5.30E-01	0.707106781	4.72E-01	"CAPN2,CAPN7,CCNA2,CCND1,CCNE1,CDK1,CNGA3,CNGB3,EGFR,ITGA2B,ITGA8,ITGAV,ITGB1,MRAS,PXN,RASD2,TLN1"
Androgen Signaling	5.33E-01	0.301511345	4.58E-01	"CACNA1A,CACNA1B,CACNA1D,CACNA1G,CALM1 (includes others),CCND1,CCNH,GNA11,GNAS,GTF2H2,GTF2H3,GTF2H4,HSP90AA1,ITPR1,KAT7,MRAS,POLR2A,POLR2B,POLR2C,POLR2E,POLR2I,PRKAR1A,PRKCE,TAF13,TAF2,TAF6,TBP"
Chondroitin Sulfate Biosynthesis (Late Stages)	5.39E-01	-0.632455532	5.00E-01	"CHST10,CHST13,CHST4,CHST9,CSGALNACT1,HS2ST1,NDST1,SULT1B1,SULT1E1,SULT2B1"
Apoptosis Signaling	5.52E-01	0.774596669	4.74E-01	"ACIN1,AIFM1,CAPN2,CAPN7,CASP2,CASP7,CDK1,CHUK,CYC1,ELP1,ENDOG,MAP2K1,MRAS,PARP1,PLCG1,PRKCE,RASD2,SPTAN1"
